X,authors,title,abstract,Included,ID
1657,"Panaite, V., et al. (2018"," ""Emotion regulation and mood brightening in daily life vary with depressive symptom levels."" Cognition and Emotion.","Naturalistic studies of emotional reactivity in depression have repeatedly found larger decreases in negative affect (NA) among depressed individuals in response to daily positive events. This so-called mood-brightening (MB) effect represents a theoretical and empirical oddity. The current study is a secondary analysis investigating whether the MB effect is moderated by spontaneous use of emotion regulation strategies, which have been implicated in the maintenance and modulation of NA in prior work. Participants (N = 95) representing a large spectrum of depressive symptom severity reported their experiences of NA and the occurrence of positive events in daily life over the course of seven days using the experience sampling method. Our findings replicate and build upon those of prior studies relating to the MB effect in the following ways: (1) we observed the MB effect for specific negative emotions of sadness, anger, anxiety; and (2) we found evidence that the MB effect is moderated by spontaneous use of rumination, distraction, and expressive suppression, which have been shown to enhance or dampen NA. The role of emotion regulation strategies in daily emotional reactivity to pleasant events is discussed. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",0,1657
1658,"Park, K. R. (2007"," ""A real-time gaze position estimation method based on a 3-D eye model."" IEEE transactions on systems, man, and cybernetics. Part B, Cybernetics : a publication of the IEEE Systems, Man, and Cybernetics Society 37(1","This paper proposes a new gaze-detection method based on a 3-D eye position and the gaze vector of the human eyeball. Seven new developments compared to previous works are presented. First, a method of using three camera systems, i.e., one wide-view camera and two narrow-view cameras, is proposed. The narrow-view cameras use autozooming, focusing, panning, and tilting procedures (based on the detected 3-D eye feature position) for gaze detection. This allows for natural head and eye movement by users. Second, in previous conventional gaze-detection research, one or multiple illuminators were used. These studies did not consider specular reflection (SR) problems, which were caused by the illuminators when working with users who wore glasses. To solve this problem, a method based on dual illuminators is proposed in this paper. Third, the proposed method does not require user-dependent calibration, so all procedures for detecting gaze position operate automatically without human intervention. Fourth, the intrinsic characteristics of the human eye, such as the disparity between the pupillary and the visual axes in order to obtain accurate gaze positions, are considered. Fifth, all the coordinates obtained by the left and right narrow-view cameras, as well as the wide-view camera coordinates and the monitor coordinates, are unified. This simplifies the complex 3-D converting calculation and allows for calculation of the 3-D feature position and gaze position on the monitor. Sixth, to upgrade eye-detection performance when using a wide-view camera, the adaptive-selection method is used. This involves an IR-LED on/off scheme, an AdaBoost classifier, and a principle component analysis method based on the number of SR elements. Finally, the proposed method uses an eigenvector matrix (instead of simply averaging six gaze vectors) in order to obtain a more accurate final gaze vector that can compensate for noise. Experimental results show that the root mean square error of gaze detection was about 0.627 cm on a 19-in monitor. The processing speed of the proposed method (used to obtain the gaze position on the monitor) was 32 ms (using a Pentium IV 1.8-GHz PC). It was possible to detect the user's gaze position at real-time speed.",0,1658
1659,"Parker-Rees, R. (2016"," ""Editorial."" Early Years: An International Journal of Research and Development 36(1","This editorial discusses the papers featured in the current issue of Early Years: An International Journal of Research and Development. While each paper casts a distinctive light on the issues and challenges facing those engaged in work with young children, their families and early years professionals, it is also interesting to note the themes which are illuminated when their perspectives are combined. In this issue, the authors revisit the long-standing theme of tensions in policy and practice arising from distinctions between the motives of care and of education in provision for young children. The papers in this issue may encourage us to reconsider the nature of the distinction between care and education in terms of distinctions between immediate, local interactions with specific children and families and more detached, generalized dealings with kinds of children and families. Writing for an international audience poses additional challenges but, as the papers in this issue demonstrate, sharing accounts of the issues encountered by particular practitioners in different countries can challenge us to reconsider the way one thinks about their own practices. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,1659
1660,"Pedersen, I., et al. (2016"," ""Mental health rehabilitation in a care farm context: A descriptive review of Norwegian intervention studies."" Work: Journal of Prevention, Assessment & Rehabilitation 53(1","Background: Care farming is a service developed at farms for promoting mental and physical health and is increasingly used in mental health rehabilitation in Norway. Objective: This article aims to present a descriptive review of Norwegian intervention research on care farms that provide rehabilitation for people with mental health disorders. Methods: This literature review applied a non-systematic search strategy: all articles in the field known to the authors were selected for inclusion. The selected studies were intervention studies that were conducted on farms in Norway, that used adult participants with mental health problems/disorders, and that reported outcome measures related to mental health. The studies and articles presented quantitative and/or qualitative data. Results: The findings from the published articles report improvements to mental health problems, such as depression, anxiety, perceived stress, positive affect, rumination, and self-efficacy. Qualitative data describe a variety of positive experiences, such as improved coping ability, increased social support, and appreciation of the care farm activity. Conclusion: Participating in interventions on care farms positively influences mental health. Care farming may therefore be used as a supplementary approach in mental health rehabilitation, as it offers meaningful and engaging occupations and social inclusion. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,1660
1661,"Penner, J. L., et al. (2017"," ""The psychosocial needs of students conducting research with patients and their families in advanced cancer and palliative care: A scoping review."" Palliative & supportive care 15(2","OBJECTIVEThe objective of this article was to explore the extent of the scientific literature and evidence base about the psychosocial needs of students conducting research in the fields of advanced cancer and palliative care.METHODA scoping review was conducted in major scientific databases. English-language articles on the topic of interest were retained if they were published in peer-reviewed journals between 1995 and 2013.RESULTSA total of 3,161 references were screened, and 7 were retained for analysis. Only two articles were empirical studies involving the collection of primary empirical data. The remaining ones were commentaries and personal reflections. While there is a near absence of empirical research about the psychosocial needs of students, several commentaries suggest that students in this field have a high need for support. Three themes were identified in the limited literature retrieved: (1) the importance of proper training and supervision; (2) the availability of emotional support structures; and (3) the use of effective and deliberate self-care strategies.SIGNIFICANCE OF RESULTSThis scoping review demonstrates that little is known about the psychosocial needs of students conducting research in advanced cancer and palliative care. However, what is clear is that there is a large emotional impact on student researchers engaged in this type of work. Adequate training and support is needed to promote students' health and well-being, encourage retention of students, and foster high-quality studies. More empirical data are needed to better understand the experiences of students conducting this type of research and to ensure the sustainability of training and research in this field.",0,1661
1662,"Pereira-Lima, K. and S. R. Loureiro (2015"," ""Burnout, anxiety, depression, and social skills in medical residents."" Psychology, Health & Medicine 20(3","The medical residency is recognized as a risk period for the development of burnout and mental health problems, such as anxiety and depression, which have impact on the physician and clientele alike. There is a need for studies that address conditions of risk and protection for the development of such problems. This study aimed to verify the rates of burnout, anxiety, and depression presented by resident physicians, as well as the associations of these problems with social skills, as potential protective factors. The hypothesis was defined that the problems (burnout, anxiety, and depression) would be negatively associated with social skills. A total of 305 medical residents, of both genders, of different specialties, from clinical and surgical areas of a Brazilian university hospital were evaluated using the following standardized self-report instruments: Burnout Syndrome Inventory, Social Skills Inventory, and the Patient Health Questionnaire-4. High rates of burnout and mental health problems were verified and social skills were negatively associated with burnout dimensions such as emotional exhaustion, emotional detachment, and dehumanization, but positively associated with personal accomplishment. Furthermore, residents with indicators of problems presented significantly lower social skills means than those of residents without indicators of burnout, anxiety, or depression. More studies are needed, which include other types of instruments in addition to self-report ones and evaluate not only social skills but also social competence in the professional practice. These should adopt intervention and longitudinal designs that allow the continuity or overcoming of the problems to be verified. Since social skills can be learned, the results of the study highlight the importance of developing the interpersonal skills of the professionals during the training of resident physicians in order to improve their practice. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1662
1663,"Petitpas, A. (2014"," ""Coach John Wooden's Pyramid of Success: A comparison to the sport psychology literature: A commentary."" International Journal of Sports Science & Coaching 9(1","Comments on an article by Deanna Perez, Stefanee Van Horn and Mark P. Otten.(see record [rid]2014-04938-019[/rid]). Perez et al. provide an interesting examination of how the fifteen components of John Wooden's Pyramid of Success are supported by selected studies from the sport psychology literature. As the author examined the authors' description of the Pyramid, he noticed that Wooden did not include any specific skills. Instead, each component of the pyramid is an attitude or personal characteristic representative of an effective leader. It appears that Wooden believed that coaching effectiveness was based on an individual's ability to model these positive characteristics while creating a mastery driven learning environment. Nonetheless, if Wooden's Pyramid of Success is correct, then it may be time to place equal emphasis on the art of coaching by providing more opportunities for applied work and reflection on those experiences. Tacit knowledge is the pathway to creativity and intuitive problem solving. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1663
1664,"Pianosi, K., et al. (2016"," ""Medical student career choice: a qualitative study of fourth-year medical students at Memorial University, Newfoundland."" CMAJ open 4(2","BACKGROUNDSpecialty career choice is a critical decision for medical students, and research has examined factors influencing particular specialties or assessed it from a demographic perspective. The purpose of this study was to explore and describe influential factors in students' decision-making, irrespective of their particular specialty in a Canadian medical school.METHODSStudy participants were recruited from fourth-year medical classes at the Memorial University of Newfoundland in 2003, 2006, 2007 and 2008. Sixteen focus groups (n = 70) were led by a nonfaculty facilitator to uncover factors affecting medical student career choice. The analysis was guided by principles of grounded theory methodology. The focus group transcripts were sequentially coded based on recurring topics and themes that arose in the students' discussions. A set of key themes emerged and representative quotations for each theme were tracked.RESULTSTwenty themes were identified from the focus group discussions: 7 major, 3 intermediate and 10 minor themes. The major themes were undergraduate experience, exposure, public perception and recruitment, teacher influence, family/outside influences, residency issues and personal philosophy. Intermediate themes included lifestyle, bad-mouthing/negative perceptions and context. Minor themes included critical incidents/experiences, information gaps, uncertainty, nature of the work, extracurricular programs, timing of decision-making, financial issues, prestige, fit with colleagues and gender issues.INTERPRETATIONExposure to specialties and the timing of this exposure appears to be crucial to career choice, as does the context (who, what, when, where) of any particular rotation. Given the influence of personal philosophy, future research examining students' level of self-assessment and self-reflection in their decision-making processes and level of certainty about their selected specialty would be useful.",0,1664
1665,"Pilecki, B. (2014"," ""Review of Mindfulness-based cognitive therapy for depression, second edition."" Journal of Cognitive Psychotherapy 28(2","Reviews the book, Mindfulness-Based Cognitive Therapy for Depression, Second Edition edited by Zindel V. Segal, J. Mark G. Williams, and John D. Teasdale (see record [rid]2012-17302-000[/rid]). The present book Mindfulness-Based Cognitive Therapy for Depression is the second edition of an earlier work and provides an extensive account of mindfulness-based cognitive therapy (MBCT) including theory, applications, and research. MBCT is designed as a form of relapse prevention for individuals who have successfully overcome one or more depressive episodes and combines elements of cognitive therapy with meditation and mindfulness practices in a classroom-style format. The overall aim is to help individuals relate to thoughts, feelings, and bodily sensations associated with depressive relapse in different ways. Based on the theory that depressive relapse occurs when sad moods or other difficult emotions trigger ruminative and self-perpetuating states of mind that then create a depressive episode, principles of mindfulness and cognitive therapy are used to help disengage from these processes and promote greater acceptance and tolerability of all inner emotions and experiences. This book is highly recommended for students and mental health professionals who are interested in mindfulness, depression, or relapse prevention. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,1665
1666,"Pinkerton, R., et al. (2009"," ""Reflections on individual psychotherapy with university students: What seems to work."" Journal of College Student Psychotherapy 23(3","The authors offer reflections on what seems to work in individual psychotherapy with university students. Discussion centers around the topics of triage and disposition, referral, crisis intervention, stress management, open-ended psychotherapy, extratherapeutic factors, and the psychotherapy relationship. These observations are not intended to be a comprehensive review; rather, the effort is to stimulate interest and dialogue on this important subject. The authors draw on their experience in working in a university counseling service, psychotherapy research literature, and what has been learned from students served. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1666
1667,"Piotrowski, K. and A. Bojanowska (2019"," ""Factor structure and psychometric properties of a polish adaptation of the frost multidimensional perfectionism scale."" Current Psychology: A Journal for Diverse Perspectives on Diverse Psychological Issues.","The Frost Multidimensional Perfectionism Scale (FMPS) is one of the most popular questionnaires for measuring perfectionism. Although this scale is in common use, its psychometric parameters still remain in dispute. The aim of this article is to present the Polish adaptation of the FMPS in a non-clinical sample. 696 university students aged 18 to 42 (M = 26.74, SD = 7.56) took part in the study. Confirmatory Factor Analyses suggested that the most appropriate factor structure of the adapted version of the FMPS contains 5 correlated factors: CM (concerns over mistakes), DAA (doubts about actions), PE (parental expectations), PC (parental criticism), and PS (personal standards). The ORG (organization) subscale was removed after evaluation. The evaluation of the specific relationships of each dimension of the adapted version of the FMPS with shame, guilt, worry, rumination, and indecisiveness revealed that when controlling for the variances of the remaining dimensions, significant relationships occurred almost only in the case of the CM, DAA and PS scales, suggesting that they constitute the three core facets of perfectionism as measured by the FMPS. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",0,1667
1668,"Pittman, K. J. (2004"," ""Reflections on the road not (yet",Karen Pittman calls for innovation and systemic change in the U.S. youth work by examining the key values of the United Kingdom's national youth work system.,0,1668
1669,"Pizzagalli, D. A. (2011"," ""Frontocingulate dysfunction in depression: Toward biomarkers of treatment response."" Neuropsychopharmacology 36(1","Increased rostral anterior cingulate cortex (rACC) activity has emerged as a promising predictor of treatment response in depression, but neither the reliability of this relationship nor the mechanisms supporting it have been thoroughly investigated. This review takes a three-pronged approach to these issues. First, I present a meta-analysis demonstrating that the relationship between resting rACC activity and treatment response is robust. Second, I propose that the rACC plays a key role in treatment outcome because of its ‘hub’ position in the default network. Specifically, I hypothesize that elevated resting rACC activity confers better treatment outcomes by fostering adaptive self-referential processing and by helping to recalibrate relationships between the default network and a ‘task-positive network’ that comprises dorsolateral prefrontal and dorsal cingulate regions implicated in cognitive control. Third, I support this hypothesis by reviewing neuropsychological, electrophysiological, and neuroimaging data on frontocingulate dysfunction in depression. The review ends with a discussion of the limitations of current work and future directions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1669
1670,"Pockett, R., et al. (2015"," ""Social Work Intervention Research With Adult Cancer Patients: A Literature Review and Reflection on Knowledge-Building for Practice."" Social work in health care 54(7","The results of a literature review of social work intervention research with adult cancer patients found only a small number of studies conducted by social work researchers. The findings of the review are presented followed by a reflective discussion on the nature of knowledge-building and research knowledge for practice. Knowledge building is considered as a continuous, negotiated process within communities of practice focused on psychosocial perspectives that draw on a range of knowledge sources. Epistemology, worldviews and research orientations are considered along with the values and stance of social work, all of which create the domain of the practice-researcher.",0,1670
1671,"Ponnuswami, I. and N. Harris (2017"," ""Teaching research methods to social work students in India and Australia: Reflections and recommendations."" Social Work Education 36(6","This paper draws on the reflections of two social work educators who have, for many years taught research methods to undergraduate and postgraduate social work students in India and Australia. The intent is to suggest measures for enhancing the quality of social work research education. The reflections are embedded in a social justice and human rights framework, privileging the educators’ unique social and cultural contexts and their commitment to engage with indigenous knowledge. The authors recommend effective social work research education requires the educator to draw on a deep understanding of their own context, as well as globally accepted research traditions. Particularly, we encourage research teachers to adopt student-centred approaches that emphasise a broad ‘research mindedness’ (in their students and themselves), building students’ practical capacities and confidence to become effective, research informed practitioners; capable of contributing to their own communities and to the social work profession more broadly. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,1671
1672,"Powell, S., et al. (2013"," ""An online narrative archive of patient experiences to support the education of physiotherapy and social work students in North East England: an evaluation study."" Education for health (Abingdon, England","BACKGROUNDPatient narratives are a viable process for patients to contribute to the education of future health professionals and social workers. Narratives can facilitate a deeper understanding of the self and others through self-reflection and encourage transformative learning among students. Increasingly, accounts of health and care are available online but their use in health and social work education requires evaluation. This study explored the experiences of stakeholders who contributed to, developed and used an online narrative archive, which was developed in collaboration with five universities and healthcare providers in the North East of England (CETL4HealthNE).METHODSRealistic evaluation principles were used to underpin data collection, which consisted of semi-structured interviews, a focus group and observations of educators using narrative resources in teaching sessions with different professional groups in two universities. Participants included educators, storytellers, narrative interviewers, students and a transcriber. Data were analysed thematically by two researchers and verified by a third researcher.FINDINGSStakeholders reported that listening to patient narratives was challenging. The process of contributing the story was a positive cathartic experience for patients, and the powerful storyteller voice often evoked empathy. Students commented on the ability of the online audio-visual narratives to enable them to see the patient holistically, and educators reported that narratives provided a means to introduce sensitive topics.CONCLUSIONSThe use of a locally generated online narrative archive is beneficial for storytellers, students and educators, providing an opportunity to influence healthcare professional training. Care needs to be taken when exposing individuals to potentially sensitive narratives.",0,1672
1673,"Powers, M. A., et al. (2018"," ""Orbital, eyelid, and nasopharyngeal silicone oil granuloma presenting as ptosis & pseudo-xanthelasma."" American journal of ophthalmology case reports 11: 45-48.","PurposeTo highlight the presentation and management of a patient with eyelid, orbital and nasopharyngeal silicone oil migration through a glaucoma drainage implant presenting as pseudo-xanthelasma and ptosis.ObservationsA 68-year male presented with unilateral ptosis and presumed xanthelasma. He had a history of glaucoma drainage implant surgery, pseudophakia, and multiple retinal detachment repairs with silicone oil. During ptosis repair it was discovered that his presumed xanthelasma was in fact an eyelid silicone granuloma. Additional work up revealed silicone infiltration of the eyelids, orbits, and nasopharynx, resulting from emulsified silicone oil leakage through his glaucoma valve implant.Conclusions and ImportanceSilicone oil may emulsify with time, with potential egress via a glaucoma filtration device. Clinicians should be alert for eyelid, orbital and sinonasal findings that may indicate occult migration.",0,1673
1674,"Prager, L. M. (2012"," ""Assistant editor's note."" Journal of the American Academy of Child & Adolescent Psychiatry 51(12","This editorial presents a note from its Assistant editor for the newly named Book Forum for the Journal of the American Academy of Child & Adolescent Psychiatry. The editor aims to expand the section’s reach to include books written for children and books written about them, seek opinions from reviewers inside and outside the world of child psychiatry publish thought provoking commentary on contemporary works and encourage reflection on classic texts and accept disagreement rather than avoid it. It was an opportunity for the editor to peruse books of all shapes and sizes, to correspond with child psychiatrists all over the world, to help writers say things more clearly, to mentor young professionals, and, most of all, to delight in and applaud those many reviewers who offered singular perspectives couched in elegant prose. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1674
1675,"Pratt, M., et al. (2013"," ""A descriptive analysis of the impact of moral distress on the evaluation of unsatisfactory nursing students."" Nursing forum 48(4","BACKGROUNDNurse educators assume a difficult role when evaluating unsatisfactory students, including those at risk for failure in clinical and classroom settings. While the decisional dilemma inherent in evaluating unsatisfactory students has been well documented in literature, little is known about how moral distress impacts the nurse educators' decisions regarding whether to pass or to fail unsatisfactory students.PURPOSEThis article aims to provide a descriptive analysis of the moral dilemmas and the potential impact of moral distress experienced by nurse educators when evaluating the performance of unsatisfactory students in clinical and classroom courses.METHODSNathaniel's theory of moral reckoning guided the descriptive analysis of six studies to understand how nurse educators work through moral dilemmas, make decisions, and provide justification for their decisions when evaluating the performance of unsatisfactory students.FINDINGSNathaniel's theory has been shown to be helpful in discussing the dilemma of evaluating unsatisfactory students, and it is a suitable framework for nurse educators in working through their dilemmas as a form of structured reflection.PRACTICE IMPLICATIONSThe outcomes of this descriptive analysis highlight the need for educational administrators to provide support to undergraduate nurse educators experiencing moral distress in this type of situation.",0,1675
1676,"Prenoveau, J. M., et al. (2018"," ""Psychometric properties of the Child and Adolescent Mindfulness Measure (CAMM","No study has yet assessed the psychometric properties of scores from any mindfulness measure in racial minority adolescents from low-income environments. The present study examined the reliability and validity of Child and Adolescent Mindfulness Measure (CAMM) scores in a nonclinical sample of late adolescents (N = 92) from low-income neighborhoods who predominantly identified as African American. Findings confirmed a one-factor structure for responses to the 10 CAMM items as well as adequate internal consistency (Cronbach's alpha = .88). In support of validity, CAMM scores demonstrated large significant negative correlations with scores from measures of constructs that should be negatively related to mindfulness, including depressive symptoms, worry, ruminative coping, and involuntary engagement responses to stress. Thus, CAMM scores appear to reliably and validly assess mindfulness in racial minority adolescents from low-income environments. Having a psychometrically sound mindfulness measure for this population will aid in understanding the mechanisms by which mindfulness-based interventions work, which could lead to improved interventions and outcomes for this population. (PsycINFO Database Record (c) 2018 APA, all rights reserved).",0,1676
1677,"Price, R. H. (2007"," ""George Albee: A man with a better idea."" The Journal of Primary Prevention 28(1","Richard H. Price reflects on the career of George Albee. Albee is described as a visionary. His better idea was the primary prevention of disease, disorder, and disadvantage rather than only treatment for the already suffering. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1677
1678,"Quinn, S. M., et al. (2004"," ""Assessment of delays in presentation of patients with retinal detachment to a tertiary referral centre."" Ophthalmic & physiological optics : the journal of the British College of Ophthalmic Opticians (Optometrists","The referral pathway of patients with retinal detachment from primary care providers to a tertiary care ophthalmic unit was examined, in order to determine the length and source of any delays between the onset of symptoms and arrival at the hospital. A prospective survey of all symptomatic patients (n = 60) admitted for primary rhegmatogenous retinal detachment surgery was carried out over an 8 week period. Twenty-one patients were referred by their optometrists and 18 by their general practitioners. The remainder were referred by local accident and emergency and ophthalmic departments or presented directly to the tertiary referral centre. Patients who presented to their optometrists were symptomatic for an average of four times longer. More than half the patients thought that the time to initial presentation was the most significant delay. Referral from optometrists via general practitioners and local ophthalmic clinics was considerably longer. Increased awareness of symptoms, necessity of urgent referral and knowledge of available services locally may reduce delay for those who require emergency sight-saving surgery.",0,1678
1679,"Radder, H. (2009"," ""The philosophy of scientific experimentation: a review."" Automated experimentation 1: 2.","Practicing and studying automated experimentation may benefit from philosophical reflection on experimental science in general. This paper reviews the relevant literature and discusses central issues in the philosophy of scientific experimentation. The first two sections present brief accounts of the rise of experimental science and of its philosophical study. The next sections discuss three central issues of scientific experimentation: the scientific and philosophical significance of intervention and production, the relationship between experimental science and technology, and the interactions between experimental and theoretical work. The concluding section identifies three issues for further research: the role of computing and, more specifically, automating, in experimental research, the nature of experimentation in the social and human sciences, and the significance of normative, including ethical, problems in experimental science.",0,1679
1680,"Rees, K. L. (2013"," ""The role of reflective practices in enabling final year nursing students to respond to the distressing emotional challenges of nursing work."" Nurse education in practice 13(1","Drawing on the findings of a phenomenological study which sought to understand something more about the lived experience of final year nursing students of learning through reflective processes; this paper seeks to consider how engagement with reflective practices enabled the participants to manage the distressing emotional challenges and labour of nursing work. Choosing to pay attention to the affective domain appeared to enable the participants to better understand the complex nature of the emotional challenges of nursing work and what it meant to them personally to be a nurse. Some of the participants were proud to describe how reflective activity had enabled them to develop and justify a 'traditional' emotional detachment from their care, whilst others used the 'own knowing' developed through reflective activity to reject the notion of professional detachment and come to value a more embodied sense of care which inevitably led them to become entangled in the distress and suffering of their patients. This type of personal reflective learning may emphasise and value more humanising characteristics of care.",0,1680
1681,"Reitmaier Koehler, A., et al. (2015"," ""Partners in Research: Developing a Model for Undergraduate Faculty-Student Collaboration."" International journal of nursing education scholarship 12.","Maintaining scholarship while delivering an undergraduate nursing program is a challenge for nursing faculty. In this paper, we describe an approach that involves undergraduate nursing students in a program of faculty research, which evaluates new approaches to teaching and learning. Students work with faculty to develop a research proposal, identifying specific questions and exploring relevant literature. Projects may include original data collection with faculty supervision, or secondary analysis of existing datasets. Foci have included partnership learning between nursing students and older adults, models of sustainability for a traveling health clinic, and experiences of aging. Findings and recommendations feed into the broader faculty research agenda, provide a foundation for subsequent projects, and inform further development of educational programs. Students have presented at local and national conferences and developed papers for publication based on this joint work. We describe the benefits and challenges of these partnerships, drawing upon student and faculty reflections.",0,1681
1682,"Rhodes, J. E. (2007"," ""My mentor, George Albee."" The Journal of Primary Prevention 28(1","Jean E. Rhodes reflects on George Albee's influence on her career as well as his contributions to the fields of psychology and primary prevention. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1682
1683,"Ridderinkhof, A., et al. (2018"," ""Mindfulness-based program for children with autism spectrum disorder and their parents: Direct and long-term improvements."" Mindfulness 9(3","A combined mindfulness-based program for children and their parents (MYmind) was beneficial for adolescents with autism spectrum disorder (ASD). In this study, we investigated whether this program is also beneficial for younger children with ASD, whether effects last on the long-term, and whether it reduces common comorbid problems. Forty-five children referred with ASD aged 8 until 19 years old, and their parents participated. Repeated measures of children’s and parents’ social communication problems, emotional and behavioral functioning, mindful awareness, and of parenting were conducted pre-intervention, post intervention, 2-month follow-up, and 1-year follow-up. While children did not report significant changes in mindful awareness, their social communication problems decreased, and their emotional and behavioral functioning improved. Results were not consistent at each occasion; improvements reported by children were most substantial at a 2-month follow-up and only partly remained at a 1-year follow-up, while all children’s improvements as reported by parents were present on all occasions. Parents themselves reported improved emotional and behavioral functioning, improved parenting, and increased mindful awareness on all occasions. Parents’ social communication problems reduced only directly after the intervention. Most improvements were supported by the qualitative investigation of children’s and parents’ experienced change as reported on open-ended questions. This study suggests that children, including adolescents, with ASD and their parents can benefit from a mindfulness-based program with parallel sessions for children and parents. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",0,1683
1684,"Roberts, C. (2003"," ""Are your medical technology students team players?"" Clinical leadership & management review : the journal of CLMA 17(4","The medical technologist is a key player on the health-care delivery team. Therefore, it is understandable that the standards of the National Accrediting Agency for Clinical Laboratory Sciences (NAACLS) cite the development of teamwork skills as a necessary component in the curriculum for medical technology students to ensure that graduates are prepared to work with others effectively. But to what extent is this competency addressed during the student's clinical year? The objective of this study was to determine the perception of importance of team skills in the medical technologist curriculum as well as to explore methods and approaches used to teach team skills during the course of clinical training. Information was collected from medical laboratory educators via an electronic survey. A majority of respondents (64%) ranked the development of team skills as either very important or important and 69% reported that they have incorporated team-based projects into their curriculum using a variety of different assignments. For maximum learning and skill development, it is essential that educators structure the assignment to ensure individual and group accountability, to facilitate the group process when necessary, and to provide a mechanism for review and reflection.",0,1684
1685,"Robertson, S. (2007"," ""Medicalized Masculinities. Book Review."" Sociology of Health & Illness 29(1","Reviews the book, Medicalized Masculinities by D. Rosenfeld and C. A. Faircloth (eds) (2006). The academic study of 'masculinity' has burgeoned over the last 25 years. During the same period, the sociological concept of 'medicalisation' has been developed and deployed to explore the role that medicine and the health professions play as agents of social control. Despite this, there has been very little work that has brought these two fields together. The developing field of 'men's health' has tended to focus its work on epidemiological, sex-difference data, men's experiences of chronic ill-health, and how societal demands construct men as 'risk takers' and the concomitant impact of this on health outcomes. With this context in mind, the explicit aims of this edited text are twofold: first, to account for the current gap in the literature on the medicalisation of masculinity and male bodies; second, to provide, through the use of empirical studies and historiographies, emerging work that begins to address this gap. The book's chapters cover a range of topic areas in order to explore specific examples of how, when, and where, the medicalisation of masculinities can be elucidated. The first two of these are empirical chapters that focus on the development and marketing of medications used to 'treat' erectile dysfunction and show how masculine stereotypes are utilised and reproduced, but also challenged and reframed, within this process. The remaining chapters are historiographies that cover four areas. First, the medicalisation of ageing men's bodies using examples of the construction of an 'andropause' and the pathologising of 'baldness'. Second, an exploration of gender bias in medical anatomy and the apparent contradiction when men's bodies have been used to represent the 'norm', yet this medicalisation of men's bodies has often been hidden under a 'cloak of neutrality and dispassionate detachment' (p. 131). Third, the way that male infant and child behaviour has become pathologised as 'Attention Deficient Hyperactivity Disorder' and the role that mothers and teachers (as well as health professions and pharmaceutical companies) play in this process. Finally, through considering the Tuskegee Syphilis experiment, an exploration of the historical sexualisation and medicalisation of black male bodies is provided. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1685
1686,"Roca, J., et al. (2018"," ""Analysis of and reflection on bachelor thesis in nursing students: A descriptive study in Spain."" Nurse education today 68: 159-164.","INTRODUCTIONThe bachelor thesis, a final year subject to obtain a nursing degree, presents an ideal opportunity for the development and assessment of professional competencies. Thus, it is necessary to specify that the structure of the bachelor thesis works as an element of review and reflection from both a pedagogical and professional perspective.OBJECTIVETo analyse the main elements of the bachelor thesis in the nursing degree 2015-16 in Spain.METHODOLOGYA transversal descriptive study was conducted using a quantitative documentary analysis via study guides or grade reports. The variables were the main academic elements of the bachelor thesis subject (credits, competencies, learning outcomes, contents, methodologies, training activities and assessment). A probabilistic sample of 66 institutions was studied using descriptive statistics with statistical measures of central tendency and measures of variability.RESULTSThe results showed a maximum range of 12 and a minimum of 6 European Credit Transfer and Accumulation System. The definition and number of competencies to be developed varied and the learning outcomes were formulated in only 40.9% of the guides consulted. The most widely used teaching methodologies and training activities were academic supervision (87.9%) and autonomous work (80.3%). Regarding types of work, basic investigation (34.8%), care plans (33.3%) and literature review (30,3%) ranked highest. No specific descriptors could be linked to the contents. Finally, two main assessment tools were found: process and product. The rubric is presented as a main element of the assessment.DISCUSSION AND CONCLUSIONSThe bachelor thesis is conceived as autonomous, personal and original academic work. But no homogeneity was observed in the key development elements such as competencies, teaching strategies, or type of bachelor thesis. Therefore, the findings from the analysis and the bibliographic review are presented as recommendations as regards the outcome, structure and/or teaching elements linked to the bachelor thesis.",0,1686
