X,authors,title,abstract,Included,ID
1148,"Weber, J., et al. (2008",Aripiprazole: In major depressive disorder.,"Aripiprazole, an oral quinolinone, is the first atypical antipsychotic agent to be approved in the US as adjunctive treatment in adult patients with major depressive disorder (MDD). In two large, well-designed trials in patients with MDD who had an inadequate response to standard antidepressant therapy, 6 weeks' adjunctive therapy with aripiprazole 2-20 mg/day improved mean Montgomery Asberg Depression Rating Scale (MADRS) total scores (primary endpoint) to a significantly greater extent than adjunctive placebo treatment. Improvements in mean MADRS total score during the double-blind phase favored adjunctive aripiprazole treatment from 1-2 weeks onward, with per-protocol subgroup analyses showing that mean changes were not affected by the specific standard antidepressant therapy used, age or sex of the patient or the mean MADRS total scores at the start of double-blind adjunctive therapy. In general, secondary endpoint scores, including those for the Sheehan Disability Scale, Clinical Global Impression (CGI) Improvement scale and CGI Severity of Illness scale, improved to a significantly greater extent with adjunctive aripiprazole than with adjunctive placebo treatment, with significantly higher response and remission rates in the aripiprazole groups. In these two pivotal trials, adjunctive aripiprazole 2-20 mg/day was generally well tolerated, with most treatment-emergent adverse events being of mild to moderate severity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1148
1149,"Weber, K. (2001",,"This paper discusses the impact of life history and everyday life in the context of training unskilled adults for social work in Denmark. It describes origins of these two texts used as empirical material: a discussion by a group of long-term unemployed skilled adult male workers who went through a 2-year training program to obtain permanent employment as wardens in a psychiatric hospital (traditionally a man's job), and an interview with a mixed gender group of adult workers in youth clubs who completed a 2-year part-time program designed to match their jobs which they kept only if they completed the training. Analysis focuses on ""uncouth"" outbursts of aggression--on collectively agreed statements about others that were surprising and disquieting in the relaxed, permissive context of research interview and discussion. A passage from the male group is named one of many where the perception of women becomes the discussion's theme and men speak of women who talk about women's things and do their job poorly and about oppression and humiliation of men by women. A passage of the mixed gender group interview is an example of participants' aggressive labeling of student colleagues. The verbal abuse is demonstrated to be rooted in adult students' wish for personal and societal recognition. Finally, the paper elaborates on the underlying understanding of one medium of communication--language. (Contains 42 references.) (YLB)",0,1149
1150,"Webster, E. G., et al. (1978",A sex comparison of factors related to success in Naval Hospital Corps School.,"Background information, Comrey Personality Scales scores, and a standard US Navy aptitude test score were obtained on 600 Navy enlisted men and 600 Navy enlisted women prior to beginning Naval Hospital Corps School training. A comparison of the men and women indicated that the sexes differed on a number of background and personality dimensions. A double-split cross-validation design with multiple regression was then employed in the development of a test battery for predicting school completion. Results indicate that the men were more predictable than women, with cross-validities on the order of .53 for men and .41 for women. For the total sample, cross-validities were approximately .47. An empirical comparison of the utility of these equations for screening candidates for paramedical training suggests that the use of separate equations with the sexes would not produce results substantially different from use of the single equation developed on both sexes combined. (15 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1150
1151,"Wedenoja, M. (1981",,"This document contains a computer search of ERIC database on the topic of sex equity in guidance and counseling and a narrative which highlights documents, identifies issues and trends, and suggests implications for guidance professionals. The impact of sex stereotyping, double standards of health, the increased social awareness of sex bias and discrimination, changes in education and counseling toward sex equity, and the exploration of nontraditional skills and career choices are discussed. Legislation for sex equity is presented which focuses on legal responsibilities and guidelines along with staff development, and training resources. Sex equity in vocational education and guidance is considered in the development of sex-fair programs and resources. The reassessment of vocational testing instruments for sex stereotyping is reviewed. References focusing on the special educational and counseling needs of girls and women are discussed. The importance of staff development is considered; inservice training programs and workshops are described. Instruments for assessing counseling, vocational guidance, and educational programs in terms of sex bias and sex fairness are reviewed, and implications for counseling and guidance are suggested. The References section contains the complete computer search of ERIC journals and documents. (NRB)",0,1151
1152,"Weidner, D. P. (2015",Attitudes toward the sexuality of adults with intellectual disabilities: Opinions across Illinois.,"Sexuality is an essential and integral part of the human experience and of human behavior, however it has been established that the right to sexuality has been restricted or denied to persons with intellectual disabilities Individuals with severe intellectual disabilities receive little or no support in developing a positive view of their sexual identity. Individuals with intellectual disabilities may be prevented from having intimate relationships due to the personal opinions of their family, caregivers, facilities where they reside, and ultimately by their neighborhood, community, and state. This study was conducted by survey of citizens of Illinois on their attitudes toward the sexual expression of adults with intellectual disabilities. Data were collected utilizing an on-line questionnaire advertised across the state of Illinois on Craigslist websites. One hundred fifty two surveys were administered, of which one hundred twenty-four (81.6%) were completed. Results of this study suggested most of the respondents of Illinois residents agreed that sexuality education and counseling services should be available to adults with intellectual disabilities. The exception was in the permissiveness of masturbation training, in which slightly more than half of respondents held permissive attitudes. Most of the respondents of Illinois residents agreed that the individual sexual practice of private masturbation and use of adult erotic materials should be permitted in a residential facility. A majority of the respondents agreed that all eight of the measured behaviors of supervisor dating, unsupervised dating, hand holding, hugging, brief kissing, prolonged kissing, fondling, and intimate sexual relations should be permitted behaviors for both opposite gender partners and same gender partners. The results suggested that only the respondent characteristic of highest level of education significantly predicted degree of permissiveness toward opposite gender partner and same gender partner sexual behavior. This study revealed that only the respondent characteristics of highest level of education and ethnicity significantly predicted overall permissiveness of sexual expression of adults with intellectual disabilities. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1152
1153,"Weinberg, M. S., et al. (1995",Swedish or American heterosexual college youth: Who is more permissive?,"Examined country and gender differences in sexual attitudes and sexual behavior in college students (aged 20-22 yrs) in the US (N = 407) and Sweden (N = 570). Swedish students endorsed more similar sexual standards for women and men and reported more accepting attitudes than did US students. For sexual behavior, US men reported the most sexual experience, Swedish men the least, with the women of both countries generally in the middle category. Gender convergence for sexual behavior was stronger in Sweden on several of the dimensions examined: age of first engaging in partner related sexual activities, relationship with 1st partner, number of partners both in the last year and in their lifetime, and affective reactions to 1st coitus. Gender differences were larger in Sweden than the US with respect to the incidence and frequency of various sexual activities and the degree of satisfaction with current sex life. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1153
1154,"Weiner, G. (1987",,"Speeches and small group working sessions were the major components of this sex equity seminar. Speeches given by Annika Thelin (Sweden) and Gaby Weiner (United Kingdom) presented an historical and analytical approach to equal opportunities, focusing on the often slow progress towards sex equality in the education of children in Sweden and the United Kingdom. Sigridur Jonsdottir (Iceland) and Carole Bennett (Ontario) showed what could be achieved at the practitioner level in relation to curriculum and classroom activities and textbook reform. Isabel Romao (Portugal) concentrated on the types of changes being made in a country newly concerned with gender equality. The 30 educators at the seminar formed three working groups whose main tasks were to devise an equal opportunity policy for a primary school somewhere in Europe. Each group was to attend sessions concerning: (1) the main issues in equal opportunity for girls; (2) school organization; (3) parents and community; (4) curriculum; (5) pupils and teachers; and (6) framing a whole school policy. Each of the groups presented the results of its discussions to the seminar. Appendices include: (1) a list of participants; (2) ""Primary Education: Reference and Resource List""; (3) a report on the status of Portugese women; (4) double standards in classroom practices; (5) a report by the Ontario (Canada) Ministry of Education; and (6) examples of school policies on sex equality. (SM)",0,1154
1155,"Weiss, P. (1996",Coital début.,"On the basis of Czech and foreign research works dealing with the characteristics of sexual behaviour in population, the authors present the most significant findings about the age at the first sexual intercourse, its broader social context, its course as well as its consequences for later patterns of sexual behaviour. They analyze the tendencies that were found, namely the decreasing age at coitarchÃ©, the increased use of contraceptives at the first intercourse, and bringing nearer the double standards of male and female roles.",0,1155
1156,"West, B. S., et al. (2013","HIV and H2O: Tracing the connections between gender, water and HIV.","The health consequences for HIV-affected families of insufficient access to safe water and sanitation are particularly dire: inadequate access complicates medication adherence and increases vulnerability to opportunistic infections for persons living with HIV. The gendered nature of water collection and HIV care - with women disproportionately bearing the burden in both areas - presents an unrealized opportunity to improve HIV outcomes through investments in water/sanitation. We synthesize the literature on HIV and water/sanitation to develop a conceptual model that maps the connections between women's double burden of resource collection and HIV care. Drawing on theories of gender and systems science, we posit that there are multiple paths through which improved water/sanitation could improve HIV-related outcomes. Our findings suggest that the positive synergies of investing in water/sanitation in high HIV prevalence communities that are also expanding access to ART would be significant, with health multiplying effects that impact women and entire communities. Â© 2012 Springer Science+Business Media, LLC.",0,1156
1157,"West, C. M. (2009",Still on the auction block: The (s)exploitation of Black adolescent girls in rap(e) music and hip-hop culture.,"This chapter addresses how music and hip hop culture can contribute to the sexualization of girls. It explores the descriptive labels that are frequently used to address black women. It then discusses the consequences of hip-hop scripts for black girls in relation to sexual identity. For example, poor body image, sex as a commodity, gender role identity, sexual double standard, adversarial relationships, sexual and physical violence and sexual risk taking are outlined. It concludes by sharing strategies and solutions to include future research, media literacy, parental and community involvement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1157
1158,"Wexberg, E. (1933",Stages in the love life.,"Human sex life is hemmed in between a biological urge and moral duty. Wexberg examines painstakingly a wide array of relationships between individuals of the opposite sexes in pairs and groups. He shows that the attitudes, drives, and inhibitions are not biological facts, but trends developed under social influences, and are psychologically explicable. Adolescent attitudes, climacteric behavior characteristics, marital and extra-marital relationships are considered in turn. The varied influences upon attitudes and behavior of the social traditions centering on the double moral and social standards are especially stressed as forming the bases for the serious but avoidable sex conflicts of the present day. Proper sex education of adults as well as of youth, looking to the development of healthier social standards, is urged as the real need of the day. Sex education is not a separable subject matter or an isolable sphere of activity, but is rather a problem of the fundamental social attitudes of any individual. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1158
1159,"Whatley, M. H. (1987",Goals for Sex Equitable Sexuality Education.,"This article presents an overview of issues related to sex equity in sexuality education. Goals which might represent sex equitable sexuality education include eliminating double standards, and redefining sexuality education. (IAH)",0,1159
1160,"Wheldon, C. W. and E. B. Pathak (2010",Masculinity and relationship agreements among male same-sex couples.,"Extradyadic sex is a significant source of risk for sexually transmitted infections (STIs) among men in same-sex relationships. Nonmonogamous sexual agreements are common among male same-sex couples and may serve as effective targets for risk reduction interventions; however, there is a dearth of research reporting on the social and cultural determinants of explicit nonmonogamous agreements. In this study, it was hypothesized that attitudes toward dominant cultural standards of masculinity (i.e., normative masculinity) would be associated with the types of sexual agreements negotiated among gay male couples. An Internet-based survey was used to collect data from 931 men for this analysis. Results indicated that men who reported high endorsement of normative masculinity were more likely to be in nonmonogamous relationships. Furthermore, high endorsement of normative masculinity was predictive of relationship agreements characterized as the most sexually permissive. These findings indicate that rather than simply predicting nonmonogamy in gay male couples, attitudes toward masculinity may be indirectly related to increased risk of STIs by influencing the types of sexual agreements negotiated. This is the first empirical study to emphasize the role of masculinity as an explanatory factor of same-sex relationship agreements. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1160
1161,"Whitbeck, L. B., et al. (1999",Early adolescent sexual activity: A developmental study.,"Used event history analysis to examine predictors of early sexual intercourse for a sample of 457 8th-10th graders from 2 parent and single-mother families. The authors ran panels for each predictor variable when controlling only for family structure, pubertal development, gender and grade level to assess changes in influence of individual predictors across time. A full model consisting of all statistically significant predictor variables and interactions was then run to determine the most influential predictors across time. Results show significant decrease in the effect of mother monitoring by 10th grade. It is suggested that poor parent-child relationships have greater effects on timing of first intercourse than do positive parent-child relationships. The authors also found significant interactions for gender: time devoted to school activities and homework delayed becoming sexually active for young women but not young men. Similarly, girls who experienced depressed affect were more likely than boys to become sexually active. Results for the full model show that when controlling for all other influences, the primary predictors of early intercourse were age, opportunity (being in steady relationship), sexually permissive attitudes, association with delinquent peers, and alcohol use. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1161
1162,"Wickert, C., et al. (1982",Helene Stöcker and the Bund fuer Mutterschutz (The Society for the Protection of Motherhood).,"The Society for the Protection of Motherhood (BfM) was the first organization in Germany to concern itself with a reform of sexual ethics and the transformation of the relationship between women and men-not only on a theoretical level but by actually providing support for single mothers and their children and initiating counselling centres to deal with sexual problems. At the same time, the BfM demanded legal equality for illegitimate children, the decriminalization of abortion and the right of women to sue for divorce. In raising these issues, the BfM trod on difficult ground since they were not 'popular' topics of discussion within German society around the turn-of-the-century. The chairwoman of the BfM, Helene StÃ¶cker, who was among the first women to study and obtain a doctorate in Germany, put the Society's ideas into practice in her relationship of 'free love and marriage' with her partner, the lawyer Bruno Springer. Indeed, it was the policy of the BfM to encourage progressive men to join the organization and work in partnership with the women, while most of the other groups on the radical wing of the bourgeois women's movement chose to work autonomously from men. Over the years, the BfM's priorities changed and its members moved in different directions: while the 'moderates' wanted to retain the family as the nucleus of the state, the more radical members went in search of new forms of relationship, attempting thereby to expose society's double standard of morality. Â© 1982.",0,1162
1163,"Widman, D. R., et al. (2018",Punishment of hypothetical polygamous marriages.,"Parental investment theory suggests that differential reproductive investment has led the sexes to different mating strategies. In humans, men have the lesser investment and therefore tend to desire greater numbers of mates relative to women. One result of this could be that men would be more tolerant of polygamous marriages. The present study examined this hypothesis. Participants read 4 hypothetical vignettes describing individuals who were convicted of polygamy. The vignettes varied in the sex of the perpetrator and whether the marriage resulted in children or not. Participants were asked to suggest a sentence duration and to assess the severity of that sentence, as well as the severity of the transgression to the spouses, the institution of marriage, and in general. Participants also completed several scales relevant to reproduction. The results indicated that women assigned greater sentence durations and perceived the transgressions toward the institution of marriage and in general as more severe than men. In addition, the presence of children increased the troublesomeness of the polygamy. Finally, life history and the troublesomeness of the polygamy were positively correlated, but only in men. This is consistent with the male strategy of dads with slow life histories and cads with fast life histories. The lack of correlation in women may be an indication of smaller variation in reproduction relative to men, regardless of life history. (PsycINFO Database Record (c) 2018 APA, all rights reserved) Impact Statement Public Significance Statement-Men punished hypothetical polygamists less harshly than women. This result is consistent with parental investment theory that states men desire a greater number of sexual partners than women because of their lower obligate investment in offspring. The punishment, however, was tempered by the presence of children; both men and women punished more harshly when the polygamous marriage produced children. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",0,1163
1164,"Widmer, E. D., et al. (1998",Attitudes toward nonmarital sex in 24 countries.,"Attitudes toward premarital sex, teenage sex, extramarital sex, and homosexual sex in 24 countries were compared. Challenging the simplistic notion that a permissive-norpermissive dichotomy is sufficient to describe variations across countries, the hypothesis that there are distinctive sexual regimes with different moral standards depending on the type of sexuality was examined. Cluster analysis reveals that there are six groupings of nations which have similar moral standards. However, a variance decomposition analysis also shows that all countries included in the sample share relatively similar attitudes toward nonmarital sex. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1164
1165,"Wijerathne, B. T. B., et al. (2013",Sexual dimorphism in digital dermatoglyphic traits among Sinhalese people in Sri Lanka.,"Background: The purpose of this study was to evaluate gender-wise diversity of digital dermatoglyphic traits in a sample of Sinhalese people in Sri Lanka.Findings: Four thousand and thirty-four digital prints of 434 Sinhalese individuals (217 males and 217 females) were examined for their digital dermatoglyphic pattern distribution. The mean age for the entire group was 23.66 years (standard deviation = 4.93 years). The loop pattern is observed more frequently (n = 2,592, 59.72%) compared to whorl (n = 1,542, 35.53%) and arch (n = 206, 4.75%) in the Sinhalese population. Females (n = 1,274, 58.71%) have a more ulnar loop pattern than males (n = 1,231, 56.73%). The plain whorl pattern is observed more frequently in males (n = 560, 25.81%) compared to females (n = 514, 23.69%).The double loop pattern is observed more frequently on the right and left thumb (digit 1) of both males and females. Pattern intensity index, Dankmeijer index and Furuhata index are higher in males.Conclusions: Ulnar loop is the most frequently occurring digital dermatoglyphic pattern among the Sinhalese. All pattern indices are higher in males. To some extent, dermatoglyphic patterns of Sinhalese are similar to North Indians and other Caucasoid populations. Further studies with larger sample sizes are recommended to confirm our findings. Â© 2013 Wijerathne et al.; licensee BioMed Central Ltd.",0,1165
1166,"Wilcox, S. (1997",Age and gender in relation to body attitudes: Is there a double standard of aging?,"In order to examine whether the double standard of aging exists in self-perceptions of body attitudes, 144 men and women (aged 20-80 yrs) were tested. Variables that might moderate the relationship between body attitudes and aging, including self-esteem, health, masculinity, appearance orientation, and exercise participation, were also examined. No age, gender, nor age x gender differences in body attitudes were found. Self-esteem, health, and masculinity were positively related to body attitudes, but these relationships did not vary according to age or gender. An age x gender x exercise interaction indicated a positive relationship between age and body satisfaction among women exercisers but a negative relationship among women nonexercisers. Finally, appearance orientation was unrelated to body attitudes among all participants. The results of this study do not support the double standard of aging in self-perceptions but do suggest the similarity and importance of body attitudes across the adult life span. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1166
1167,"Wilcox, S. J. (1997",Sex and age differences in body attitudes across the adult life-span.,"The primary goal of the current study was to test the theory of the double standard of aging. This theory claims that women feel more negatively than men about their body and physical appearance as they age. The second goal of this study was to examine variables that might mediate the relationship between aging and body attitudes, including the importance placed on physical appearance, masculinity, self-esteem, and perceived health status. To address these goals, men and women (N=144) ranging in age from 20 to 80 years completed measures of body attitudes, self-esteem, sex-role, and health. Additional measures of body attitudes were completed after awareness of the body was heightened. No support for the double standard of aging was found; there were no age, sex, or Age x Sex differences in body attitudes, even when awareness of the body was heightened. Women, however, believed that physical appearance was more important and engaged in more appearance-related behaviors than men. Consistent with predictions, masculinity, health, and self-esteem were related to body attitudes; however, the importance of these variables did not differ according to age or sex. Contrary to predictions, older adults who placed more importance on physical appearance did not have lower self-esteem than older adults who were less appearance-oriented. Finally, two post-hoc predictions were supported in part. Individuals with greater body mass had more negative body attitudes than those with lower body mass, but this relationship was not stronger among women. Additionally, exercise was related to body attitudes only among older women; older exercising women had greater body satisfaction than nonexercising older women. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1167
1168,"Wild, V., et al. (2015",Hymen reconstruction as pragmatic empowerment? Results of a qualitative study from Tunisia.,"Hymen reconstruction surgery (HR), while ethically controversial, is now available in many countries. Little clinical evidence and hardly any surgical standards support the intervention. Nearly as scarce is social science research exploring women's motivations for the intervention, and health care professionals' justifications for its provision. In order to better understand decision-making processes, we conducted semi-structured interviews in metropolitan Tunis, in 2009, with six women seeking the procedure, four friends who supported such women, four physicians who perform the operation, and one midwife. Health care professionals and patient companions expressed moral ambivalence about HR: although they could comprehend the individual situation of the women, they expressed concern that availability of the procedure might further entrench the patriarchal norms that compel the motivation for seeking HR in the first place. Some women seeking HR shared this concern, but felt it was not outweighed by their personal aims, which were to marry and become mothers, or to overcome past violent sexual experiences. The women felt HR to be uniquely helpful in achieving these aims; all made pragmatic decisions about their bodies in a social environment dominated by patriarchal norms. The link between HR and pervasive gender injustice, including the credible threat of serious social and physical harm to women perceived to have failed to uphold the norm of virginity before marriage, raises questions about health care professionals' responsibility while facing requests for HR. Meaningful regulatory guidance must acknowledge that these genuine harms are at stake; it must do so, however, without resorting to moral double standards. We recommend a reframing of HR as a temporary resource for some women making pragmatic choices in a context of structural gender injustice. We reconfirm the importance of factual sexual and reproductive education, most importantly to counter distorted beliefs that conflate an ""intact hymen"" with virginity. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1168
1169,"Willoughby, B. J. and J. S. Carroll (2009",The impact of living in co-ed resident halls on risk-taking among college students.,"Objective: Although previous research has suggested that college housing impacts student behavior and outcomes, recent research linking college housing to risk-taking has been limited. In this study, we investigate if patterns of risk behavior differ based on the type of college housing environment students reside in. Participants: This study utilizes 510 college students living in on-campus college housing. Methods: Students were recruited from 5 college sites across the United States. Participants responded to survey items online that measured current risk-taking behaviors such as binge drinking and sexual activity. Results: After controlling for an assortment of demographic and psychological variables, results indicated that students living in co-ed housing were more likely than students living in gender-specific housing to binge drink and consume alcohol, have more permissive sexual attitudes, and have more recent sexual partners. Conclusions: On-campus housing environments impact college student risk behaviors. Implications are discussed in light of the decline of in loco parentis on most college campuses. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1169
1170,"Wilson, G. D. (1981",Cross-generational stability of gender differences in sexuality.,"2,905 female and 1,862 male British adults (mean age 29.28 yrs) replied to a sex questionnaire issued within the pages of a national newspaper. Respondents were divided into 2 broad age groups (above and below 30) in order to assess the impact of the women's movement on traditional gender differences basic to the ""double standard."" Males were markedly more interested in casual encounters and sexual variety than females, and there was no sign that this difference has diminished among the modern generation. An analysis of reported sexual difficulties indicated that young people have gained little benefit from the sex manuals and advice that are available today; the problems persist in exactly the same proportion as with the older generation. Of particular interest was the frequency with which females in both age groups reported boredom and disinterest in sex as problematic. (8 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1170
1171,"Wilson, N. (2018",Altruism in preventive health behavior: At-scale evidence from the HIV/AIDS pandemic.,"Preventive behavior with regards to disease transmission offers a promising context in which to provide empirical evidence on altruism in human populations. I examine the association between HIV status, own knowledge about status, and preventive health behavior using household survey data from over 200,000 individuals in 25 sub-Saharan African countries. I find that individuals who are HIV positive and have taken a standard HIV test are much more likely to engage in efforts to prevent HIV transmission than are individuals who are HIV negative and have taken a standard HIV test. Moreover, this difference is greater than the difference between HIV positives and HIV negatives for individuals who have not taken a standard HIV test. Consistent with an altruistic motivation, this double-difference is larger for individuals who are married than for individuals who are not married. These results appear to be the first evidence on the change in risky sexual behavior associated with HIV testing at scale and are consistent with altruism dominating any self-interested response to HIV testing. Â© 2018 Elsevier B.V.",0,1171
1172,"Winter, S. M. and D. A. Sass (2011",Healthy & Ready to Learn: Examining the Efficacy of an Early Approach to Obesity Prevention and School Readiness.,"The collision of the childhood obesity epidemic with pressure to achieve high academic standards is of serious concern in the United States. Growing numbers of low-income, minority children face double jeopardy as alarming obesity rates further widen existing achievement gaps. Health and education disparities persist when children enter kindergarten lacking fundamental school readiness skills and are also at risk of obesity. The goal of this study was to address serious gaps in research by examining the efficacy of an innovative program, Healthy & Ready to Learn, an early approach to obesity prevention and promotion of school readiness. The study targeted low-income, predominantly Latino preschoolers who are particularly at risk of health and educational disparities. The pretest-posttest, quasi-experimental study involved 405 children, ages 3 to 5 years, enrolled in four matched Head Start centers. To ensure rigorous assessment, the study used a battery of objective and validated instruments as direct measures of child outcomes. Using multilevel modeling, several linear growth models were conducted with participant's growth at Level-1 (i.e., time) and subject-level variables at Level-2 (i.e., treatment, gender, age, & body mass index classification) for each outcome variable of interest. Results revealed statistically significant improvements in growth (i.e., height), gross motor skills, physical activity levels, and receptive language development when comparing the treatment and control conditions. These promising results suggest that the Healthy & Ready to Learn program has potential as an early approach to improve children's health and, simultaneously, enhance their trajectory toward better academic performance. (Contains 1 table.) (As Provided)",0,1172
1173,"Wohland, P., et al. (2015",Inequalities in healthy life expectancy between ethnic groups in England and Wales in 2001.,"Objectives. We aim to develop robust estimates of disability-free life expectancy (DFLE) and healthy life expectancy (HLE) for ethnic groups in England and Wales in 2001 and to examine observed variations across ethnic groups.Design. DFLE and HLE by age and gender for five-year age groups were computed for 16 ethnic groups by combining the 2001 Census data on ethnicity, self-reported limiting long-term illness and self-rated health using mortality by ethnic group estimated by two methods: the Standardised Illness Ratio (SIR) method and the Geographically Weighted Method (GWM).Results. The SIR and GWM methods differed somewhat in their estimates of life expectancy (LE) at birth but produced very similar estimates of DFLE and HLE by ethnic group. For the more conservative method (GWM), the range in DFLE at birth was 10.5 years for men and 11.9 years for women, double that in LE. DFLE at birth was highest for Chinese men (64.7 years, 95% CI 64.0-65.3) and women (67.0 years, 95% CI 66.4-67.6). Over half of the ethnic minority groups (men: 10; women: 9) had significantly lower DFLE at birth than White British men (61.7 years, 95% CI 61.7-61.7) or women (64.1 years, 95% CI 64.1-64.2), mostly the Black, Asian and mixed ethnic groups. The lowest DFLE observed was for Bangladeshi men (54.3 years, 95% CI 53.7-54.8) and Pakistani women (55.1 years, 95% CI 54.8-55.4). Notable were Indian women whose LE was similar to White British women but who had 4.3 years less disability-free (95% CI 4.0-4.6).Conclusions. Inequalities in DFLE between ethnic groups are large and exceed those in LE. Moreover, certain ethnic groups have a larger burden of disability that does not seem to be associated with shorter LE. With the increasing population of the non-White British community, it is essential to be able to identify the ethnic groups at higher risk of disability, in order to target appropriate interventions. Â© 2014 The Author(s). Published by Taylor and Francis.",0,1173
1174,"Wolf, A. P. (1995",Sexual attraction and childhood association: A Chinese brief for Edward Westermarck.,"In 1891, the anthropologist Edward Westermarck proposed that early childhood association inhibits sexual attraction and that this aversion was manifested in custom and law as the basis of the universal incest taboo. His argument was accepted as ""the solution of the problem"" by such eminent scholars as Edward Burnett Tylor and Alfred Russel Wallace. Then, in 1910, in the essays later published as ""Totem and Taboo,"" Sigmund Freud challenged the ""Westermarck hypothesis"" on the ground that ""the earliest sexual excitations of youthful human beings are invariably of an incestuous character."" The incest taboo only existed, Freud argued, because of this natural propensity. Freud's challenge carried the day and became the standard view throughout the social and biological sciences. . . . Consequently, the question was: why do all societies repress this natural inclination? In parts of South China people commonly adopted and reared their sons' wives, many women nursing their future daughters-in-law. In addition to comparing these marriages with those in which the bridal pair did not meet until their wedding day, the book uses a wide range of research . . . to demonstrate that Westermarck was right and Freud wrong. It shows that there is a critical period in human development-approximately the 1st 30 mo of life-during which association permanently inhibits sexual attraction. It concludes that the incest taboo is unnecessary and cannot be explained in functional terms, and that encouraging early association between father and daughter is probably the best way of preventing sexual abuse. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1174
1175,"Wong, B. K. Y. (2014",Influence of maternal parenting and mother child attachment on adolescent sexual attitudes and values.,"Objective. Because it has been shown that the sexual attitudes and values of adolescents are influenced by parenting and attachment styles, the ways adolescents perceived their mothers regarding these variables were assessed and related to sexual attitudes and values. Method. A sample of 357 boys and girls were recruited from government and private secondary schools. Participants ranged in age from 12-17 years (M=2.82, SD=0.74). Information regarding parenting styles, the mother-child relationship, family status, social economic status, and dating relationships were collected primarily from the Parenting Authority Questionnaire (PAQ) and the Inventory Parent and Peer Assessment (IPPA). The Brief Sexual Attitude Scale (BSAS) was utilized to measure the sexual attitudes and values of participants. Results. Boys who perceived their mother as having permissive parenting style score significantly higher than girls in all the sexual variables, (i.e. sexual permissive, sexual communion and sexual instrumentality).In authoritative, boys score significantly higher than girls in sexual permissiveness and sexual instrumentality but not sexual communion. In authoritarian, boys also score significantly higher than girls in sexual permissiveness and sex communion but not sexual instrumentality. Boys viewed his relationship with mother as trusting scores significantly higher than girls in sexual permissive. Boys also score higher in sexual communion and sexual permissiveness if they viewed their mother child attachment as communicative one. Among alienation style of attachment no gender difference in all sexual variables. In parenting styles specific-wise, authoritarian girls score significantly higher than authoritative girls in sexual instrumentality. In attachment specific-wise, girls who had alienated attachment with mother had significant higher scores in sexual instrumentality than communicative attachment girls. Conclusions. Gender had a moderate effect on sexual attitudes and values. Boys were more open and expressive in sex than girls. Authoritarian mothering and alienated attachment with mother lead to more desiring of sex in adolescent girls. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,1175
1176,"Woodford, C. (2006",Realism and sentimentalism in Marie Von Ebner-Eschenbach's unsühnbar.,"UnsÃ¼hnbar (1890) is a realist novel of female adultery, through which Marie von Ebner-Eschenbach criticizes contemporary society. She highlights the inequality of the double standard of sexual morality, and examines women's internalization of the values of patriarchal society. Ebner also uses a sentimental discourse to exonerate her heroine from the symbolic blame usually attached to an adulteress and to enable the reader to infer the protagonist's inner state. However, the author too has internalized some of the values of patriarchy. This article therefore also examines the link between the transgression of the adulteress and that of the female author. Â© Modern Humanities Research Association 2006.",0,1176
1177,"Woolever, R. (1974",,"A sex-role stereotype questionnaire, consisting of 38 bipolar personality trait items and regarding appropriate careers and social roles for men and women, was administered to 82 elementary teachers who volunteered to complete it. Teachers were instructed to describe their ideal female and male adult. This study sought to determine if teachers, following the general tendency, would value stereotypic masculine traits more highly than feminine traits, and perhaps reinforce in their students a view of society that accepts a double standard for male and female behavior. It was expected that the teachers would not stereotype by sex, but would describe both male and female ideals as characterized by the 27 socially valued masculine stereotypic traits and the 11 socially valued feminine stereotypic traits. Using an established measure of sex-role stereotyping, the teachers described ideal adult males and females as being alike on 37 of the 38 traditionally sex-specific bipolar personality traits. The profile of an ideal adult emerged as more androgynous than sex-stereotyped. The study suggests that some teachers have begun to question the rigid sex-role stereotypes which have been a persistent feature of the culture. (JD)",0,1177
