key,title,abstract,keywords,authors,year,url,Included,ID
1300,Learning symbols from permanent and transient visual presentations: Don't overplay the hand,"Instructional dynamic pictures (animations and videos) contain transient visual information. Consequently, when learning from dynamic pictures, students must process in working memory the current images while trying to remember the images that left the screen. This additional activity in working memory may lead dynamic pictures to be less suitable instructional materials than comparable static pictures, which are more permanent. In order to directly show the influence of transient visual information on dynamic learning environments, we designed a well-matched comparison between a permanent and a transient presentation of an abstract-symbol memory task on the computer. In the task, 104 university students (50% females) had to memorize the type, color, and position of the symbols in a rectangular configuration. In addition, an embodied cognition factor was included where the symbols in the task were either shown with a precision grasping static hand or not. We also assessed how individual characteristics (spatial ability, spatial memory span, and gender) influenced performance. Results showed that (a) permanent outperformed transient presentations, (b) observing hands hindered learning, and (c) high spatial ability and high spatial memory span were beneficial, but gender did not affect performance. (C) 2017 Elsevier Ltd. All rights reserved.","Applications in subject areas; Gender studies; Interactive learning environments; Media in education; Multimedia/hypermedia systems; COGNITIVE LOAD THEORY; SPATIAL ABILITY; INSTRUCTIONAL ANIMATIONS; DYNAMIC VISUALIZATIONS; SEX-DIFFERENCES; METAANALYSIS; INFORMATION; LANGUAGE; MEMORY; PERFORMANCE; Computer Science, Interdisciplinary Applications; Education & Educational Research; Computer Science; Education & Educational Research; Video Meta Results Raw",Castro-Alonso JC and Ayres P and Wong M and Paas F,,,0,1096
1301,Meditation app alleviates burnout and builds resilience for chaplains in hospices for older adults in Asian and African cities,"This article reports a one-year study examining the effect of a smartphone meditation app (M-App) in alleviating burnout and promoting resilience among chaplains working in hospices of older adults in Asian and African cities (N-1?=?96; N-2?=?85). Results indicated that chaplains who used the M-App exhibited lesser emotional exhaustion and depersonalization as burnout markers and higher personal achievement and resilience as compared to leisure app (L-App) users. The M-App was effective (Cohen?s d range = 3.08?5.07, p?=?.001) for the intervention cohort. Male chaplains, highly qualified, attached to assisted living hospices, who used the M-App once-twice a day, perused both videos and learning sessions and self-practiced regularly, reported lower emotional exhaustion and depersonalization and higher personal achievement and resilience post-test. M-App usage behavior mediated the relationship between demographic and hospice related moderators and outcomes.",Burnout; chaplains; hospices; meditation app; older adults; resilience; STRESS REDUCTION; PSYCHOMETRIC PROPERTIES; SPIRITUAL CARE; MINDFULNESS; HEALTH; METAANALYSIS; SCALE; INTERVENTION; THERAPY; Health Policy & Services; Health Care Sciences & Services; Video Meta Results Raw,Pandya SP,,,0,1097
1304,Functional brain changes following cognitive and motor skills training: A quantitative meta-analysis,"Background: Functional neuroimaging is increasingly used in rehabilitation research to map the neural mechanisms subserving training targets. These data can inform intervention design and improve evaluation of treatment outcomes. Reliable neural markers may provide standard metrics of treatment impact and allow consideration of behavioral outcomes in the context of functional brain changes. Objective: To identify common patterns of functional brain changes associated with training across a diverse range of intervention protocols. Reliable brain changes could inform development of candidate neural markers to guide intervention research. Methods: Taking a quantitative meta-analytic approach, we review the functional neuroimaging studies of cognitive and motor skills training interventions in healthy young adults (N = 38). Results: Reliable decreases in functional brain activity from pretraining to posttraining were observed in brain regions commonly associated with cognitive control processes, including lateral prefrontal, left anterior inferior parietal lobule, and dorsal anterior cingulate cortex. Training-related increases were observed in the medial prefrontal cortex and posterior cingulate and angular gyrus, core regions of the default network. Activity within the subcortical striatum also showed reliable increases pretraining to posttraining. Conclusions: These data suggest that altered engagement of large-scale, spatially distributed cortical brain networks and subcortical striatal brain regions may serve as candidate neural markers of training interventions. The development of reliable metrics based on activity and functional connectivity among large-scale brain networks may prove fruitful in identifying interactions between domain-general and -specific changes in brain activity that affect behavioral outcomes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",functional brain changes; cognitive skills training; motor skills training; neural markers; neuroimaging; Brain; Cognition; Humans; Learning; Motor Skills; Neuroimaging; Brain Development; Cognitive Ability; Motor Skills; Neural Networks; Neuroimaging; Training; Video Meta Results Raw,Patel R and Spreng RN and Turner GR,,,0,1098
1305,Assistive Technology Interventions for Adolescents and Adults with Learning Disabilities: An Evidence-Based Systematic Review and Meta-Analysis,"Background: An increasing amount of assistive technology interventions exist for adolescents and adults with learning disabilities, but there has been no systematic review of their effectiveness. Purpose: Are assistive technology interventions effective in learning disabilities for participants ages 14 and up? How do these interventions affect the lived experience of users? We performed a systematic review of both qualitative and quantitative studies to answer these questions. Methods: Using 5 search methods, we located 38 quantitative group-design and single-subject intervention studies, 5 survey studies and 13 qualitative studies. We sorted the group-design and single-subject studies into groups by intervention type and performed meta-analyses. We provided a narrative summary of survey and qualitative publications. We used a modified version of the Downs-Black checklist to assess study quality, where applicable. Results: While assistive interventions proved overall beneficial, the most commonly used interventions were unexpectedly not the most effective. Interventions based on word processing, multimedia and hypertext proved the most effective, while smart pens and text-to-speech systems presented mixed results. Speech-to-text systems had a small positive effect. Participants had mixed emotions and attitudes about their assistive technology. Conclusions: Assistive technology interventions can be helpful for adolescents and adults with learning disabilities, but interventions need to be carefully compared, and customized to the individual. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Assistive technology; Learning disabilities; Systematic review; Meta-analysis; Qualitative review; HIGH-SCHOOL-STUDENTS; POSTSECONDARY STUDENTS; READING SOFTWARE; EDUCATION; ACCOMMODATION; INSTRUCTION; LD; COMPENSATION; INDIVIDUALS; PERFORMANCE; Computer Science, Interdisciplinary Applications; Education & Educational Research; Computer Science; Education & Educational Research; Video Meta Results Raw",Perelmutter B and McGregor KK and Gordon KR,,,0,1099
1306,Computer-based interventions to improve social and emotional skills in individuals with autism spectrum disorders: A systematic review,"Objective: To review studies involving the use of computer-based interventions (CBI) to improve the social and emotional skills (e. g. emotional recognition) of individuals with autism spectrum disorders (ASD). Methods: The use of computer-based intervention (CBI) in the treatment of autism spectrum disorders (ASD) may offer some advantages to traditional one-to-one or group instruction including easier differentiation of instruction, decreased distractions and the incorporation of an individual's relative visual learning strengths. However, the results of past research suggest varying outcomes for CBI with individuals with ASD. This review provides a systematic analysis of studies investigating CBI to improve social and emotional skills (e.g. emotion recognition) of individuals with ASD. Electronic database searches and ancestral searches were used to identify studies that met pre-determined inclusion criteria. The included studies were then summarized in terms of: (a) participant characteristics, (b) social and emotional skills targeted, (c) details of the CBI, (d) results, and (e) certainty of evidence. Results: The results of these studies indicated that CBI's effect on social and emotional skills was mixed, with the majority of studies reporting unacceptable outcomes following intervention. Conclusions: Overall, this review suggests that the use of CBI to improve the social and emotional skills of individuals with ASD is a promising practice. A comparison of CBI plus tutoring and face-to-face social skills training suggests that CBI can be as effective as face-to-face instruction. Practitioners should carefully consider the preferences and existing abilities of individuals with ASD and the customizability of the software when deciding to use CBI and selecting a software program.",Video Meta Results Raw,Ramdoss S and Machalicek W and Rispoli M and Mulloy A and Lang R and O'Reilly M,,,0,1100
1307,Parent-implemented Picture Exchange Communication System (PECS) training: An analysis of YouTube videos,"Purpose: To investigate the integrity with which parents and carers implement PECS in naturalistic settings, utilizing a sample of videos obtained from YouTube. Methods: Twenty-one YouTube videos meeting selection criteria were identified. The videos were reviewed for instances of seven implementer errors and, where appropriate, presence of a physical prompter. Results: Forty-three per cent of videos and 61% of PECS exchanges contained errors in parent implementation of specific teaching strategies of the PECS training protocol. Vocal prompts, incorrect error correction and the absence of timely reinforcement occurred most frequently, while gestural prompts, insistence on speech, incorrect use of the open hand prompt and not waiting for the learner to initiate occurred less frequently. Conclusions: Results suggest that parents engage in vocal prompting and incorrect use of the 4-step error correction strategy when using PECS with their children, errors likely to result in prompt dependence.",Video Meta Results Raw,Jurgens A and Anderson A and Moore DW,,,0,1101
1308,Is Retzius-sparing robot-assisted radical prostatectomy associated with better functional and oncological outcomes? Literature review and meta-analysis,"Objective: To evaluate the efficiency, safety and clinical outcomes of Retziussparing robot-assisted radical prostatectomy (RS-RARP) in comparison with the standard RARP. Methods: A systematic search from Web of Science, PubMed, EMBase, Cochrane Library and Google Scholar was performed using the terms \Retzius-sparing\'",\'Bocciardi approach\' and \'robot-assisted radical prostatectomy\'. Video articles and abstract papers for academic conferences were excluded. Meta-analysis of interested outcomes such as positive surgical margins (PSMs) and continence recovery was undertaken. A comprehensive literature review of all studies regarding Retzius-sparing (RS) approach was conducted and summarized. Results: From 2010 to 2017,Dirie NI and Pokhrel G and Guan W and Mumin MA and Yang J and Masau JF and Hu H and Wang S,,,0,1102
1309,Serious games as new educational tools: How effective are they? A meta‐analysis of recent studies,"Computer-assisted learning is known to be an effective tool for improving learning in both adults and children. Recent years have seen the emergence of the so-called ‘serious games (SGs)’ that are flooding the educational games market. In this paper, the term ‘serious games’ is used to refer to video games (VGs) intended to serve a useful purpose. The objective was to review the results of experimental studies designed to examine the effectiveness of VGs and SGs on players’ learning and engagement. After pointing out the varied nature of the obtained results and the impossibility of reaching any reliable conclusion concerning the effectiveness of VGs and SGs in learning, we stress the limitations of the existing literature and make a number of suggestions for future studies. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","ERIC, Current Index to Journals in Education (CIJE); Learner Engagement; Computer Assisted Instruction; Instructional Materials; Educational Games; Educational Research; Participant Characteristics; Video Games; Educational Technology; Literature Reviews; Meta Analysis; Research Needs; Teaching Methods; Program Effectiveness; Video Meta Results Raw",Girard C and Ecalle J and Magnan A,,,0,1103
1310,Is the gender difference in mental rotation disappearing?,Several investigators have used meta-analysis to compare the results of studies of gender differences on various spatial tests and have concluded that the magnitude of the gender difference in spatial ability is decreasing over time. The present study used meta-analytic techniques to compare the effect size (d) of the gender difference in 14 studies published from 1975 to 1992 which administered the Mental Rotations test to adolescents and young adults. Males scored significantly higher than females in all the studies. Analyses of the d's computed for the studies revealed that the magnitude of the gender difference on the Mental Rotations test has remained stable over time. Neither the Pearson correlation relating the d's to the publication dates of the studies nor the Z test of the linear contrast relating the publication dates of the studies to the effect sizes showed a linear change in the size of the gender difference over time. The finding of a stable gender difference on the Mental Rotations test argues against the general conclusion that the gender difference in spatial ability is decreasing.,Video Meta Results Raw,Masters MS and Sanders B,,,0,1104
1311,Unimodal and Multimodal Human Perception of Naturalistic Non-Basic Affective States during Human-Computer Interactions,"The present study investigated unimodal and multimodal emotion perception by humans, with an eye for applying the findings towards automated affect detection. The focus was on assessing the reliability by which untrained human observers could detect naturalistic expressions of non-basic affective states (boredom, engagement/ flow, confusion, frustration, and neutral) from previously recorded videos of learners interacting with a computer tutor. The experiment manipulated three modalities to produce seven conditions: face, speech, context, face+speech, face+context, speech+context, face+speech+context. Agreement between two observers (OO) and between an observer and a learner (LO) were computed and analyzed with mixed-effects logistic regression models. The results indicated that agreement was generally low (kappas ranged from.030 to.183), but, with one exception, was greater than chance. Comparisons of overall agreement (across affective states) between the unimodal and multimodal conditions supported redundancy effects between modalities, but there were superadditive, additive, redundant, and inhibitory effects when affective states were individually considered. There was both convergence and divergence of patterns in the OO and LO data sets; however, LO models yielded lower agreement but higher multimodal effects compared to OO models. Implications of the findings for automated affect detection are discussed.",Video Meta Results Raw,D'Mello SK and Dowell N and Graesser A,,,0,1105
1312,2D:4D values are associated with mathematics performance in business and economics students,"Prenatal testosterone has organizational effects on adult cognition. The second-to-fourth digit length ratio, which is a proxy of prenatal testosterone exposure, has been linked to a wide variety of sexually differentiated behaviors. We analyze the association between academic performance and the second-to-fourth digit ratio among students at the Faculty of Business and Economics of the University of Granada (Spain). In a sample of 516 freshmen (304 women), we find an inverted U-shaped relationship between digit ratio and mathematics grades. Males and females show the same pattern. Participants with both high and low digit ratios earn lower grades in mathematics, while participants which have intermediate digit ratios achieve the highest grades in mathematics. We also find that there is no statistically significant relationship between the digit ratio and the average grades earned by students in other courses except mathematics taken in the first semester at the Faculty of Business and Economics. (C) 2014 Elsevier Inc. All rights reserved.",Video Meta Results Raw,Sanchez A and Sanchez-Campillo J and Moreno-Herrero D and Rosales V,,,0,1106
1313,Standardized Technique of Laparoscopic Adjustable Gastric Banded Plication with 4-Year Results,"BACKGROUND: No bariatric procedure is perfect, and a plethora of such procedures itself is a proof for the same. Laparoscopic adjustable gastric banding has a high safety profile, but also a high rate of re-operation has been reported (Schouten, Wiryasaputra, van Dielen et al. Obes Surg 20(12):1617-26, 2010). Laparoscopic sleeve gastrectomy (LSG) is becoming popular, but has its own set of complications and is irreversible. We introduced laparoscopic adjustable gastric banded plication (LAGBP) in 2009 (Huang, Lo, Shabbir et al. Surg Obes Relat Dis 8(1):41-5, 2012) In a case matched comparative study with LSG, LAGBP showed similar results at 2 years in terms of weight loss, comorbidity resolution, and complications. (Huang, Chhabra, Goel et al. Obes Surg 23(8):1319-23, 2013). Several authors have reported variations in their technique, bougie size, and suture material used to perform plication. (Ramos, Galvao Neto, Galvao et al. Obes Surg 20(7):913-8, 2010, (Mui, Lee, Lam et al. Obes Surg 23(2): 179-83, 2013, Brethauer, Harris, Kroh et al. Surg Obes Relat Dis 7(1):15-22, 2011) Our initial technique of placing the band first and then plicating the stomach resulted in higher incidence of gastric fundus herniation compared to that reported in a systematic review (Abdelbaki, Huang, Ramos et al. Obes Surg 22(10):1633-9, 2012). After the first 65 cases, we reversed the order by performing the gastric plication first which ensures proper plication of the fundus and a more uniformly placed plication line. This technique has become our standard, and the same is described in this video in a stepwise fashion. MATERIALS AND METHODS: We performed LAGBP in 202 cases over the last 4 years and recorded the findings. Our standardized technique is shown in this video. The T-suspension technique was used for liver retraction. (Zachariah, Tai, Chang et al. J Laparoendosc Adv Surg Tech A 23(4):311-5, 2013) Gastric plication formula is shown in Fig. 1. Fig. 1 Gastric plication formula RESULTS: Two hundred two (69 male, 133 female) patients in over the last 4 years underwent LAGBP. Follow-up at 1 year was 168 patients, and 56 patients reached 4-year follow-up. Age was 16-60 years (mean = 31.1). Mean BMI was 39.5 ± 3.18 and body weight 110 kg ± 19.4. Mean operative time was 104 min ± 39 and length of hospital stay after surgery 2.1 ± 2.3 days. No mortality was recorded. Excess weight loss at 1 year was 57.84 % and at four years 68 %. CONCLUSION: LAGBP has been proven to be an effective bariatric procedure in the midterm results. Standardization with plication first and then placement of the band could be important to achieve best outcomes.",Video Meta Results Raw,Ahluwalia JS and Kuo HC and Chang PC and Sun PL and Hung KC and Huang CK,,,0,1107
1314,A Continuum of Pedagogies for Preparing Teachers to Use High-Leverage Practices,This article provides a framework and description of pedagogies that may be used in teacher preparation across a range of settings from college classrooms to P-12 settings to support teacher candidates as they learn to use high-leverage practices (HLPs). These \pedagogies of enactment\' must include a continuum of opportunities to use teaching practices in increasingly authentic settings,ranging from video analysis,Brownell MT and Benedict AE and Leko MM and Peyton D and Pua D and Richards-Tutor C,,,0,1108
1316,A systematic review of the diagnostic utility of simple tests of change after trial removal of cerebrospinal fluid in adults with normal pressure hydrocephalus,"OBJECTIVE: To synthesize the evidence regarding the diagnostic value of simple ancillary tests post cerebrospinal fluid drainage in normal pressure hydrocephalus. DATA SOURCES: MEDLINE, CINAHL, PsycINFO, Scopus, Web of Science, and Cochrane library databases; last searched on 12 September 2017. REVIEW METHODS: This review was performed applying the steps of the PRISMA statement. The QUADAS 2 tool was used to assess the risk of bias. Prospective and retrospective trials were systematically reviewed, and data on diagnostic accuracy were extracted. Meta-analysis (where possible) was performed. Hierarchical summary receiver operating characteristic package was used to calculate pooled estimates of included diagnostic studies. RESULTS: Seventeen trials (with 812 subjects in total) were identified for inclusion in the meta-analyses for the 18-meter walk test, video-recorded gait performance, cognitive test, and Timed Up and Go Test. The summary estimates of sensitivity and specificity for the 18-meter walk test was 0.83 (95% CI 0.57 to 0.99) and 0.67 (95% CI 0.33 to 0.95), video-recorded gait performance was 0.85 (95% CI 0.47 to 0.99) and 0.68 (95% CI 0.33 to 0.96), cognitive test was 0.82 (95% CI 0.41-0.99) and 0.75 (95% CI 0.39-0.99), and Timed Up and Go Test was 0.89 (95% CI 0.79-0.95) and 0.63 (95% CI 0.24-0.90), respectively. CONCLUSION: This review highlights the diagnostic value of the 18-meter walk test, video-recorded gait performance, cognitive test, and Timed Up and Go Test in predicting shunt outcomes among adults with normal pressure hydrocephalus.","normal pressure hydrocephalus; diagnostic criteria; ancillary tests; tap test; Cerebrospinal Fluid Shunts; Exercise Test; Humans; Hydrocephalus, Normal Pressure; Neuropsychological Tests; Spinal Puncture; Cerebrospinal Fluid; Diagnosis; Hydrocephalus; Medical Treatment (General); Diagnostic Criteria; Video Meta Results Raw",Scully AE and Lim EC and Teow PP and Tan DM,,,0,1109
1317,ASSESSMENT OF INNOVATION BEHAVIOUR - HOW TO TRAIN THE ASSESSORS OF COMPLEX COMPETENCIES,"Cognitive Competencies like logical thinking or language proficiency are relatively easy to assess by standardised tests. For those competencies it is quite obvious how to apply the respective assessment tools. But adequate tools are lacking when it comes to the assessment of complex competencies, which are mainly visible in certain kinds of behaviour like innovation competencies. Behaviour assessment in general and especially the assessment of innovative behaviour requires assessors who are able to observe accurately according to certain standards, who are able to avoid common errors in observation and assessment, and who are able to follow a prescribed frame of reference they did not necessarily share before. A special training will be presented to train teachers in Higher Education Institutions (HEI), Human Resource (HR) personnel in companies as well as students and employees to observe and rate behaviour that is connected to innovation competence. This rater training can be carried out in two different formats: a traditional face-to-face training form for small groups, which is accompanied by a training manual, and as an open online training for individual users or mini-groups. On the basis of research starting in the 1980s and 90s [1] a new form of rater training has been developed. It combines three promising methods from the early days of rater training (behaviour observation training, rater error training and frame of reference training) and recent findings [2, 27]. The major methodological emphasis is on modern forms of video-training. This toolkit for behaviour assessment is part of a larger research project which after a concise needs analysis of companies and HEI developed a measurement tool for the assessment of innovation competence in students and company staff [4]. The project aims at smoothing the way for students from the university into working life and at helping HR personnel to identify and develop innovation competencies in their company ' s staff. Mainly the training is constructed for improving 3rd person assessments but it is also possible to use it for self-assessments. It generally aims at increasing interrater-accuracy and therefore may be regarded as a means for helping to close the gap between 1st and 3rd person assessments. The presentation will describe the structure and development of the assessment toolkit and show interactive examples of the new rater training. There will also be an overview of first experiences from companies and universities.",Innovation Competencies; Rater Training; University-Company-Cooperation; FRAME-OF-REFERENCE; PERFORMANCE-APPRAISAL; HIGHER-EDUCATION; ACCURACY; METAANALYSIS; RATINGS; IMPACT; SELF; BIAS; Education & Educational Research; Education & Educational Research; Video Meta Results Raw,Stange C and Helker H,,,0,1110
1318,An Exploration of Multimedia Supports for Diverse Learners During Core Math Instruction,"In the present study, mobile technology was leveraged as a learning tool for core math instruction during a whole number multiplication and division unit. The researchers redesigned paper-pencil worksheets from the math curriculum into multimedia-enhanced, interactive math practice (the eWorkbook) accessed by students on an iPad. With this eWorkbook, which was conceptualized within a Universal Design for Learning framework, we aimed to reduce barriers and capitalize on strengths by embedding flexible scaffolds/supports, allowing for student choice, and incorporating evidence-based teaching practices. Results of this case study suggest students with and without learning disabilities can leverage multimedia to foster unique opportunities for the understanding and expression of mathematical knowledge. Additional affordances of the eWorkbook include extending the reach of teacher support while encouraging self-support. Implications for teachers and researchers are discussed.","instructional technology; specific learning disabilities; Universal Design for Learning; mathematics; multimedia learning; LEARNING-DISABILITIES; MULTIPLICATION FACTS; STUDENTS; TECHNOLOGY; METAANALYSIS; INDIVIDUALS; Education, Special; Education & Educational Research; Video Meta Results Raw",Kaczorowski TL and Hashey AI and Di Cesare DM,,,0,1111
1319,Game on: The gamification of the pharmacy classroom,"BACKGROUND: Gamification is the use of game mechanics to promote engagement and enjoyment of problem-solving in non-game situations. Gamification has been used widely in recent years in industry and academia as a tool for training and education. OBJECTIVE: The aims of this paper are to provide an overview of gamification and digital game-based learning (DGBL), review the use of digital games in health professional education, and provide suggestions for future use in pharmacy curricula. DISCUSSION: Many examples of game-based learning in pharmacy and other health professional curricula have been published, however the body of literature on DGBL is less developed. Overall, evaluations of these techniques show that students find them engaging and enjoyable. A recent meta-analysis of studies comparing DGBL to non-game based learning in primary, secondary, post-secondary education found that DGBL significantly enhances learning. Challenges to implementing game-based learning are financial, cultural, and technological. CONCLUSION: Many areas of the pharmacy curriculum could be appropriate for digital gamification. With more students entering pharmacy school familiar with video games and game-based living the time has come for pharmacy educators to explore how these instructional technologies could benefit a new generation of pharmacy students. As serious games are developed and researched in pharmacy curricula, test scores, student confidence in knowledge and skills, and retention of knowledge and skills are all outcomes that, if published, will help advance the adoption of DGBL into the pharmacy school classroom.",Active learning; Game-based learning; Gamification; Pharmacy education; Video Meta Results Raw,Sera L and Wheeler E,,,0,1112
1320,Effects of Smartphone-Based Mobile Learning in Nursing Education: A Systematic Review and Meta-analysis,"Purpose: A systematic review and meta-analysis was conducted to evaluate the effects of smartphone-based mobile learning for nurses and nursing students. Methods: Electronic literature search of PubMed, Cochrane Library, Embase, SCOPUS, Web of Science, ProQuest Central, Cumulative Index to Nursing and Allied Health Literature (CINAHL), and Educational Resource Information Center (ERIC) was conducted. Two authors independently reviewed empirical studies for inclusion and extracted the design, sample size, intervention method, outcome variables, and statistical values of them. Methodological quality was assessed using Cochrane collaboration risk of bias tool. To estimate the effect size, meta-analysis was performed using R meta program. Results: Authors identified 11 randomized or nonrandomized controlled trials of a total of 3,419 studies. Overall effect sizes by random-effects model was large [Hedges'g (g) = 1.12, 95% confidence interval (CI) 0.72-1.52], with learning attitude (g = 1.69), skills (g = 1.41), knowledge (g = 1.47), and confidence in performance (g = 1.54). For heterogeneity, subgroup analyses using meta-analysis of variance were performed, but no significant difference was found. Finally, a funnel plot and Egger's regression test along with trim-and-fill analysis and fail-safe N were conducted to check for publication bias, but no significant bias was detected. Conclusion: Smartphone-based mobile learning had significantly positive influence on nursing students' knowledge, skills, confidence in performance, and learning attitude. Smartphone-based mobile learning may be an alternative or supportive method for better education in nursing fields. (C) 2019 Korean Society of Nursing Science, Published by Elsevier Korea LLC.",meta-analysis; nursing; review; smartphone; STUDENTS; SKILLS; CARE; TECHNOLOGIES; SATISFACTION; IMPACT; VIDEOS; BIAS; PDA; Nursing; Nursing; Video Meta Results Raw,Kim JH and Park H,,,0,1113
1321,"The more total cognitive load is reduced by cues, the better retention and transfer of multimedia learning: A meta-analysis and two meta-regression analyses","Cueing facilitates retention and transfer of multimedia learning. From the perspective of cognitive load theory (CLT), cueing has a positive effect on learning outcomes because of the reduction in total cognitive load and avoidance of cognitive overload. However, this has not been systematically evaluated. Moreover, what remains ambiguous is the direct relationship between the cue-related cognitive load and learning outcomes. A meta-analysis and two subsequent meta-regression analyses were conducted to explore these issues. Subjective total cognitive load (SCL) and scores on a retention test and transfer test were selected as dependent variables. Through a systematic literature search, 32 eligible articles encompassing 3,597 participants were included in the SCL-related meta-analysis. Among them, 25 articles containing 2,910 participants were included in the retention-related meta-analysis and the following retention-related meta-regression, while there were 29 articles containing 3,204 participants included in the transfer-related meta-analysis and the transfer-related meta-regression. The meta-analysis revealed a statistically significant cueing effect on subjective ratings of cognitive load (d = -0.11, 95% CI = [-0.19, -0.02], p < 0.05), retention performance (d = 0.27, 95% CI = [0.08, 0.46], p < 0.01), and transfer performance (d = 0.34, 95% CI = [0.12, 0.56], p < 0.01). The subsequent meta-regression analyses showed that dSCL for cueing significantly predicted dretention for cueing (β = -0.70, 95% CI = [-1.02, -0.38], p < 0.001), as well as dtransfer for cueing (β = -0.60, 95% CI = [-0.92, -0.28], p < 0.001). Thus in line with CLT, adding cues in multimedia materials can indeed reduce SCL and promote learning outcomes, and the more SCL is reduced by cues, the better retention and transfer of multimedia learning.",cognitive load; cues; multimedia learning; meta-analysis; retention; transfer; Attention; Cognition; Computer-Assisted Instruction; Cues; Humans; Learning; Multimedia; Regression Analysis; Cues; Human Channel Capacity; Retention; Transfer (Learning); Multimedia; Instructional Media; Meta Analysis; Video Meta Results Raw,Xie H and Wang F and Hao Y and Chen J and An J and Wang Y and Liu H,,,1,1114
1322,Interacting with hypertext: A meta-analysis of experimental studies,"The meta-analysis compared and synthesized the results of 23 experimental studies on hypertext. The analysis was based on 56 pairs of effect sizes and significance levels of the impact of users, tasks, and tools on interactions with hypertext. This analysis focused on three factors that prevailingly influence the use of hypertext: the cognitive styles and spatial ability of users; the complexity of tasks; and the structure of information organization and the visualization of the structure. The meta-analysis found that this group of experimental studies reported significantly discrepant findings, indicating that substantial differences exist among individual experiments. Individual differences in cognition did not yield enough evidence to conclude that the effect sizes are significantly apart from zero. The meta-analysis showed that the overall performance of hy pertext users tended to be more effective than that of nonhypertext users, but the differences in efficiency measures were consistently in favor of nonhypertext users. Users benefited more from hypertext tools for open tasks. Overall, the complexity of tasks has the largest combined effect sizes. Graphical maps that visualize the organization of hypertext have significant impact on the usefulness of a hypertext system. This meta-analysis raised two issues concerned with the present hypertext literature: (a) the absence of a taxonomy of tasks for analyzing and comparing hypertext usability across studies, and (b) the weaknesses of the connections between abstract hypertext reference models and specific hypertext systems. These weaknesses may considerably undermine the significance of individual findings on hypertext usability. Results of the meta-analysis suggest that the discrepancies among empirical findings are related to these weaknesses. Future work on hypertext usability should emphasize task taxonomies along with longitudinal and ethnographic studies for a deep understanding of the interactions between users and hypertext. Recommended research issues for the future are highlighted in Section 5.",impact of users' individual differences & tasks & tools; efficiency; hypertext vs nonhypertext users; meta analysis; Hypertext; Individual Differences; Meta Analysis; Video Meta Results Raw,Chen C and Rada R,,,1,1115
1323,Endoscopic closure of large colonic perforations with a novel endoscopic clip device: An animal study (with videos),"Background and Aim An endoscopic clip device was newly designed to accomplish the closure of large gastrointestinal defects. The aim of this study was to determine the feasibility and efficacy of this device in an ex vivo experimental setting. Methods This prospective study was conducted in porcine colons (n = 5). A large (3-4 cm) linear full-thickness incision was created using a scalpel externally. The device was used for endoscopic closure. The procedure time, number of clips, and success rate of closure were determined. Results Ten defects were created in five porcine colons (two incisions in each specimen). Successful closure was achieved in all defects. The mean procedure time was 24.30 +/- 4.42 min, the mean leak pressure is 28.30 +/- 9.49 mmHg, and the mean number of additional conventional hemostatic clips used was 5.10 +/- 0.99. Conclusions The results indicated that this clip achieved the convenient and reliable closure of large defects in the colon wall in an ex vivo porcine model and seems to be a promising option for closing large gastrointestinal perforations.",closure; endoscopic clip; GI defect; iatrogenic perforation; colon; SUBMUCOSAL DISSECTION; MANAGEMENT; EMR; METAANALYSIS; EFFICACY; DEFECT; Gastroenterology & Hepatology; Gastroenterology & Hepatology; Video Meta Results Raw,Wang ZJ and Li SY and Zhang YH and Chen Y and Zhang PP and Li ZS and Bai Y and Wang D,,,0,1116
1324,Engaging children with cerebral palsy in interactive computer play-based motor therapies: theoretical perspectives,"Purpose: To provide a theoretically grounded understanding of engagement in interactive computer play-based motor therapies by children with cerebral palsy in home settings. Methods: A motivational framework for engagement and its relationship with three contemporary theories (self-determination theory, expectancy-value theory, social cognitive theory of self-regulation) was overviewed. A scoping review was conducted to understand how engagement is influenced by features of the technology and intervention design that impact intrinsic and extrinsic motivation, child and parent values and expectancies, and the processes of self-regulation. Multiple reviewers screened and extracted data from 26 articles describing home-based clinical trials of interactive computer play-based motor interventions for children with cerebral palsy. A narrative synthesis framework was used for analysis. Results: Features of the technology and the intervention influence feelings of autonomy (e.g., personalization), competence (e.g., calibration), and relatedness (e.g., social play, virtual therapist/coach). There may be multiple and differently valued goals in interactive computer play-based interventions (e.g., game- and therapy-focused) that, if disconnected or unmet, negatively impact engagement. Multiplayer interactions, real-time feedback and progress tracking provide information that influences self-regulation and engagement over time. Conclusions: Optimizing engagement in interactive computer play-based motor interventions requires closer alignment with client-led values/goals; design of technologies and interventions that sustain intrinsic motivation; and feedback that informs/builds self-efficacy.",Engagement; motivation; computer play; video game; pediatric; rehabilitation; therapy; cerebral palsy; RANDOMIZED CONTROLLED-TRIAL; EXPECTANCY-VALUE THEORY; VIRTUAL-REALITY; PEDIATRIC REHABILITATION; ENGAGEMENT; GAMES; ADOLESCENTS; MOTIVATION; MODEL; TELEREHABILITATION; Rehabilitation; Rehabilitation; Video Meta Results Raw,Biddiss E and Chan-Viquez D and Cheung ST and King G,,,0,1117
