Key,title,abstract,keywords,authors,year,doi,Included,ID
348,Contextual variation in young children's observed disruptive behavior on the DB-DOS: Implications for early identification,"Background Contextual variation in child disruptive behavior is well documented but remains poorly understood. We first examine how variation in observed disruptive behavior across interactional contexts is associated with maternal reports of contextual variation in oppositional-defiant behavior and functional impairment. Second, we test whether child inhibitory control explains the magnitude of contextual variation in observed disruptive behavior. Methods Participants are 497 young children (mean age = 4 years, 11 months) from a subsample of the MAPS, a sociodemographically diverse pediatric sample, enriched for risk of disruptive behavior. Observed anger modulation and behavioral regulation problems were coded on the Disruptive Behavior Diagnostic Observation Schedule (DB-DOS) during interactions with parent and examiner. Oppositional-defiant behavior, and impairment in relationships, with parents and nonparental adults, were measured with the Preschool Age Psychiatric Assessment (PAPA) interview with the mother. Functional impairment in the home and out-and-about was assessed with the Family Life Impairment Scale (FLIS), and expulsion from child care/school was measured with the baseline survey and FLIS. Results Observed disruptive behavior on the DB-DOS Parent Context was associated with oppositional-defiant behavior with parents, and with impairment at home and out-and-about. Observed disruptive behavior with the Examiner was associated with oppositional-defiant behavior with both parents and nonparental adults, impairment in relationships with nonparental adults, and child care/school expulsion. Differences in observed disruptive behavior in the Parent versus Examiner Contexts was related to the differences in maternal reports of oppositional-defiant behavior with parents versus nonparental adults. Children with larger decreases in disruptive behavior from Parent to Examiner Context had better inhibitory control and fewer attention-deficit/hyperactivity disorder symptoms. Conclusions The DB-DOS showed clinical utility in a community sample for identifying contextual variation that maps onto reported oppositional-defiant behavior and functioning across contexts. Elucidating the implications of contextual variation for early identification and targeted prevention is an important area for future research.",early childhood; ADHD; Behavioral observation; context sensitivity; DB-DOS; developmentally sensitive assessment; disruptive behavior; functional impairment; ODD; preschoolers; sex differences,"Petitclerc, Amélie; Briggs-Gowan, Margaret J.; Estabrook, Ryne; Burns, James L.; Anderson, Erica L.; McCarthy, Kimberly J.; Wakschlag, Lauren S.",2015,10.1111/jcpp.12430,1,331
349,Who Is Most at Risk for School Removal? A Multilevel Discrete-Time Survival Analysis of Individual- and Context-Level Influences,"The focus of this study was to prospectively investigate the effect of aggressive behavior and of classroom behavioral context, as measured in the fall of 1st grade, on the timing of 1st school removal across Grades 1-7 in a sample of predominately urban minority youths from Baltimore, Maryland. Using a multilevel discrete-time survival framework, we found that demographic characteristics of the students as well as early individual- and classroom-level of aggression contribute to the onset of school removal. Although early individual aggression was positively associated with the risk of school removal, initially higher levels of classroom aggression corresponded to lower risk of school removal. © 2011 American Psychological Association.",Aggression; Event history; Multilevel; School removal; Suspension,"Petras, Hanno; Masyn, Katherine E.; Buckley, Jacquelyn A.; Ialongo, Nicholas S.; Kellam, Sheppard",2011,10.1037/a0021545,1,332
350,Treatment of respiratory infections due to Streptococcus pneumoniae in an era of rising penicillin resistance,"For the most part, pathogens commonly involved in acute respiratory infections have not changed substantially over the last decade. Streptococcus pneumoniae and Haemophilus influenzae are the leading cause of these infections. However, penicillin resistance among S. pneumoniae has been rising rapidly with most recent reports indicating resistance rates of 70 % in Hungary, 50 % in Spain, 50 % in France, and 20-30 % in the US. The growing impact of penicillin resistance among pneumococci in antimicrobial prescribing habits cannot be overestimated. High risk pediatric patients for acquiring penicillin resistant pneumococcal infection include : 1) children in day care; 2) children receiving multiple courses of antimicrobials; 3) children receiving prophylactic antimicrobials. Amoxicillin is currently the most frequently prescribed antimicrobial for the treatment of respiratory infections in children. However, the increasing resistance rate among important, virulent pathogens brings this routine into question, although, some authorities contend that amoxicillin and/or penicillin may remain effective in the treatment of relatively penicillin resistant pneumococci. Newer alternative antimicrobial agents are being used with increasing frequency for empiric treatment of acute respiratory bacterial infections in children. Parameters for selecting among the newer alternatives include : 1) in vitro activity against likely pathogens; 2) proven clinical efficacy; 3) low frequency of adverse events; 4) once or twice a day dosing; 5) palatability in oral suspension; and 6) reasonable cost. Against penicillin-resistant pneumococci, three agents have thus far gained the most attention : cefuroxime axetil, cefprozil, and cefpodoxime proxetil. The cost of antibiotic failure must be assessed to include loss of time from work/school for the parent/child for unsuccessful first time therapies. It is essential that local bacterial resistance patterns be monitored in individual communities. Clinical efficacy trials are necessary to assess if alternatives to amoxicillin will show greater efficacy in management of penicillin-resistant pneumococcal respiratory infections in children. © 1994.",Streptococcus pneumoniae; Acute respiratory infection; Penicillin resistance,"Pichichero, M. E.",1994,10.1016/S0399-077X(05)80779-6,0,333
351,Clinical evaluation of ganaxolone in pediatric and adolescent patients with refractory epilepsy,"Purpose: A pilot study of the safety, tolerability, dose range and potential efficacy of ganaxolone for the treatment of refractory epilepsy in pediatric and adolescent subjects. Methods: We report the results of a nonrandomized, nonblinded, open-label, dose-escalation trial of ganaxolone in pediatric subjects (5-15 years) suffering from refractory epilepsy. Subjects received an oral suspension of ganaxolone in a 1:1 complex with β-cyclodextrin in a dose escalation (1 mg/kg, b.i.d. to 12 mg/kg t.i.d.) schedule over 16 days. This was followed by a maintenance period for 8 weeks. Subjects that showed significant response were eligible for a compassionate use extension period. Results: Fifteen subjects enrolled, eight completed the trial and three continued in the open-label compassionate-use extension period. All subject exhibited refractory partial or generalized epilepsy. In an intent-to-treat analysis, four (25%) were considered substantial responders (≥50% reduction in seizure frequency), two (13%) were considered moderate responders (between 25 and 50% reduction in seizure frequency) and the remainder were considered nonresponders (<24% reduction). Three subjects entered the extension phase, one remained essentially seizure-free for over 3.5 years of ganaxolone administration. Ganaxolone was tolerated well. A total of 17 adverse events were reported in 10 patients, all were considered mild to moderate in severity. Somnolence was the most frequently (nine) reported adverse event. Conclusions: This pilot study is consistent with other clinical studies indicating that ganaxolone has anticonvulsant activity in humans. The results of this study encourage the further study of ganaxolone as an antiepileptic therapy. © 2007 International League Against Epilepsy.",Allopregnanolone; Anticonvulsant; Infantile spasms; Neurosteroid; West syndrome,"Pieribone, Vincent A.; Tsai, Julia; Soufflet, Christine; Rey, Elisabeth; Shaw, Ken; Giller, Earl; Dulac, Olivier",2007,10.1111/j.1528-1167.2007.01182.x,0,334
352,The criminality of former 'special educational provision' permanently 'excluded from school' adolescents as young adults (16-23): Costs and practical implications,"An analysis of police records of the criminal 'careers' of a complete cohort (1990-95) of 227 'excluded from school' adolescents who had been in 'special educational provision' found that 63% had a criminal conviction as young adults (16-23 years). However there was evidence of 'missed opportunities' as 26% of the offenders were not convicted until over 18 years-old. Averaging 7.4 offences each, 29% had a conviction for violence, 29% had been to prison and a further 27% are currently on bail for alleged offences. Home Office-based predictions show that 42% are highly likely to re-commit their most serious offence within 2 years. Based upon Audit Commission and Department of Health estimates, these 143 young adults cost a minimum of £4.16 million. However, 10% of excluded adolescents who were also 'ex child care' had a significantly lower crime rate than the others (41% vs. 70%), which suggests that with targeted support, such as under the 1989 Children Act, effective intervention is possible in a significant number of cases.",,"Pritchard, Colin; Cox, Malcolm",1998,10.1006/jado.1998.0182,0,335
353,From childhood trauma to adult well-being through psychosocial assistance of Chilean families,"This study examined whether psychosocial assistance in childhood predicted coping strategies, family atmosphere, learning experiences and mental health in adulthood. Participants were 153 Chileans (14-30 years old) who, as children, had lost a family member through political imprisonment, execution, disappearance, or expulsion from the country. SEM-modeling revealed that early timing and substantial duration of psychosocial assistance in childhood predicted good mental health and positive learning experiences in adulthood via effective coping strategies. In addition, a family atmosphere characterized by high cohesion and a low level of conflict associated with good mental health and positive learning experiences. Both the nature of childhood trauma and the timing and duration of assistance turned out to be crucial for later resourcefulness and well-being. Children who had lost a parent as executed or disappeared were the most task-oriented and conscientious students and enjoyed a harmonious family life. Early initiation and substantial duration of assistance predicted lower levels of poor mental health symptoms (posttraumatic, depressive, anxiety, somatic, and aggressive) in adulthood. © 2001 John Wiley & Sons, Inc.",,"Punamäki, Raija Leena",2001,10.1002/jcop.1018,0,336
354,Improving Student Bus-Riding Behavior Through a Whole-School Intervention,"We describe a multicomponent intervention to improve bus-riding behavior of students attending an urban public school. The intervention was developed with technical assis-tance consultation that emphasized collaboration among students, school personnel, and bus drivers. The primary intervention procedures were identifying appropriate behaviors during transportation (''bus rules''), training bus drivers to deliver positive reinforcement, and rewarding student performance through a weekly school-based lottery. Disruptive bus behaviors, as measured by discipline referrals and suspensions, decreased with inter-vention relative to baseline phases in an ABAB reversal design. These positive results were maintained over the long term, with school personnel assuming responsibility for inter-vention in the absence of ongoing consultation. DESCRIPTORS: school bus transportation, student discipline, behavioral consulta-tion, systems intervention Improving student discipline in public schools remains a critical priority for edu-cators and the general public (Rose & Gal-lup, 1998). Problems such as classroom dis-ruption, peer victimization (e.g., bullying), insubordination, and vandalism interfere with instruction, pose a threat to others, and create an unsafe learning environment. Be-havior analysts have made important contri-butions to school discipline practices (Lu-iselli & Diament, 2002), focusing primarily on strategic interventions with individual students and, at times, on entire classrooms. More recently, there has been an emphasis on systems-based or whole-school applica-tions of behavior support. As described by Sugai and Horner (2002), a whole-school orientation (a) targets all students, (b) em-phasizes measurable outcomes that are val-ued by stakeholders, (c) incorporates re-search-validated procedures, (d) uses data to guide policy decision making, (e) is domi-Requests for reprints should be sent to",,"Putnam, Robert F.; Handler, Marcie W.; Ramirez-Platt, Christina M.; Luiselli, James K.",2003,10.1901/jaba.2003.36-583,0,337
355,Emotional dysregulation of ADHD in childhood predicts poor early-adulthood outcomes: A prospective follow up study,"Backgroud Emotional dysregulation (EDR) is commonly seen in individuals with attention deficit hyperactive disorder (ADHD). But few are known about the influence of EDR on early-adulthood outcomes. Aims To detect the relationship between emotional dysregulation (EDR) in childhood and the outcomes in early-adulthood of participants with attention deficit hyperactive disorder (ADHD). Methods and procedures Han Chinese children who met DSM-IV ADHD criteria were followed up into early adulthood. The subjects were divided into two groups (with or without EDR) according to the emotion control subscale of Behavior Rating Scale of Executive Function in childhood. In the follow-up interview, their clinical outcomes were assessed by the Conner's Adult ADHD Diagnostic Interview and the Structured Clinical Interview for DSM-IV-TR Axis I and II Disorders. Information on after-school tutoring and suspension of schooling was also collected as indices of educational outcomes. Outcomes and results We followed up 68 out of 90 individuals when they reached early adulthood. Data analysis showed that EDR predicted HI symptoms of ADHD both in childhood (OR = 10.28, p < 0.01) and in early-adulthood (OR = 4.07, p = 0.01). And EDR in childhood had trend to predicted adult ODD (X2 = 3.93, p = 0.05). The suspension of schooling was also predicted by EDR (OR = 9.31, p = 0.04). Conclusions and implications This study illustrated that EDR of children with ADHD, independent of co-occurring ODD, predicted poor long-term clinical and educational outcome in early-adulthood.",ADHD; Adult; Emotional dysregulation; Oppositional defiant disorder; Outcomes,"Qian, Ying; Chang, Wei Li; He, Xiaoxiao; Yang, Li; Liu, Lu; Ma, Quangang; Li, Yueling; Sun, Li; Qian, Qiujin; Wang, Yufeng",2016,10.1016/j.ridd.2016.09.022,0,338
356,Polysubstance Use Among Minority Adolescent Males Incarcerated for Serious Offenses,"Background: Adolescent juvenile offenders are at high risk for problems associated with drug use, including polysubstance use (i.e., use of a variety of drugs). The combination of juvenile offending and polysubstance use presents a significant public and child health concern. Objective: This study explored polysubstance use among a sample of youth incarcerated for serious offenses. We examined several risk factors for substance use and delinquency (i.e., early and frequent substance use, prior history of arrests, school expulsion, Black ethnicity), as well as the association between aggression and polysubstance use. Methods: Data were collected via questionnaires from 373 serious male juvenile offenders upon intake into a secure locked facility. Youth were on average 16 years old, and minority youth were overrepresented (28.1 % Black, 53.1 % Latino). Poisson regressions were used to assess the associations between the risk factors, aggression, and polysubstance use. Results: Consistent with the literature, Black youth reported less polysubstance use and later age of drug use onset than White and Latino youth. Findings suggest that Latino juvenile offenders and those with an early and problematic pattern of substance use are at heightened risk for polysubstance use. Aggression was not significantly related to polysubstance use, over and above the risk factors. Conclusions: Given that Latino youth experience low rates of treatment for substance use, the development of culturally-sensitive interventions for these youth is needed. Interventions should also be multifaceted to address the multitude of risk factors associated with polysubstance use among juvenile offenders.",Aggression; Risk factors; Juvenile offenders; Polysubstance use,"Racz, Sarah Jensen; Saha, Shonali; Trent, Maria; Adger, Hoover; Bradshaw, Catherine P.; Goldweber, Asha; Cauffman, Elizabeth",2016,10.1007/s10566-015-9334-x,0,339
357,The influence of early school punishment and therapy/medication on social control experiences during young adulthood,"The use of suspensions and expulsions by American public school administrators has increased dramatically over the past 40 years. Meanwhile, a growing number of childhood misbehaviors have been diagnosed by doctors as medical conditions and are being treated with therapy or medication. As these trends develop at different rates for boys of different racial and ethnic groups, the connection between childhood and adult social control remains untested empirically. By using a prospective panel of 3,274 White, Black, and Hispanic males (15,675 person-years) and multilevel logistic models, I examine whether and how school punishment and/or the use of therapy or medication during childhood contributes to involvement in the criminal justice or mental health systems during young adulthood. The findings suggest that school punishment is associated with greater odds of involvement in the criminal justice system but not the mental health system. The use of therapy and/or medication during childhood is associated with higher odds of involvement in the mental health system but not the criminal justice system. Finally, although the relationship between school punishment and involvement with the criminal justice system is similar for White, Black, and Hispanic men, the relationship between medicalized social control during childhood and young adulthood is stronger for Whites than for non-Whites.",Criminalization; Life course; Medicalization; Race/ethnicity; School punishment,"Ramey, David M.",2016,10.1111/1745-9125.12095,0,340
358,Microdebrider resection of acquired subglottic cysts: Case series and review of the literature,"Objective: Pediatric subglottic cysts (SGC) are a rare but curable cause of respiratory distress. Previous studies have described microsurgical marsupialization and carbon dioxide laser ablation to treat SGC. In this report we describe our experience performing endoscopic resection of SGC with a laryngeal microdebrider. Methods: A retrospective review of all patients who underwent endoscopic resection of SGC with a laryngeal microdebrider between January 2004 and October 2008 at a tertiary care children's hospital was performed. Results: Eight patients with one or more SGC were treated with microdebrider resection. All patients presented with stridor or respiratory distress, were born prematurely (mean gestational age 27 weeks), and had been intubated for between 1 and 91 days (mean 33 days). In all cases, suspension laryngoscopy was performed under general anesthesia. The SGC was visualized using a 4.0-mm Hopkins rod telescope and excised using a 2.9-mm diameter laryngeal microdebrider (skimmer blade). No patient experienced significant bleeding following excision. Mean surgical time was 36 min (range 26-59 min). Seven of eight patients (87.5%) were extubated by post-operative day 1. All patients had a follow-up bronchoscopy within 10 weeks. Six of eight patients (75%) had a single treatment, while two patients (25%) required a second resection. One patient had a symptomatic recurrence (12.5%). All eight patients are now free of disease with a mean follow-up of 21 months. No patient developed clinically significant scarring or subglottic stenosis. Conclusions: The laryngeal microdebrider offers a safe and effective way to remove SGC with a low recurrence rate. © 2009 Elsevier Ireland Ltd. All rights reserved.",Pediatric; Airway; Microdebrider; Subglottic cyst; Subglottic stenosis,"Ransom, Evan R.; Antunes, Marcelo B.; Smith, Lee P.; Jacobs, Ian N.",2009,10.1016/j.ijporl.2009.09.032,0,341
359,Home-based versus office-based biofeedback therapy for constipation with dyssynergic defecation: a randomised controlled trial,"Background: Office-based biofeedback therapy is effective for constipation with dyssynergic defecation, but must be performed by skilled staff, is only available in selected centres, and requires multiple visits. The efficacy of home-based biofeedback therapy is unknown. We compared clinical and subjective outcomes with home-based and office-based approaches. Methods: In this randomised controlled trial, eligible patients were adult outpatients (age 18–80 years) who met the Rome III criteria for functional constipation and who had been referred to a tertiary-care centre after non-response to routine management, and who had dyssynergic defecation. Patients were randomly assigned according to a schedule generated in advance by the study biostatistician, in permuted blocks of four, to receive office-based or home-based biofeedback therapy. Office-based biofeedback comprised therapist-guided pelvic floor training for six sessions over 3 months (visits every 2 weeks). Home-based biofeedback comprised 20 min self-training sessions twice per day, in which a self-inserted probe was used to provide visual feedback via a handheld monitoring device of anal sphincter pressure and push effort. Patients recorded in diaries the time of each defecation attempt, stool consistency, straining effort, feeling of incomplete evacuation, need for digital assistance with stooling, and satisfaction with bowel function, from 1 week before enrolment to the end of follow-up. Treatment responders were defined post hoc as those with normalisation of dyssynergic defecation and an increase in the number of complete spontaneous bowel movements per week by 3 months. Cost outcomes calculated from health-care costs and loss of salary were assessed from hospital billing and medical records and questionnaires. Primary outcome measures were the presence of a dyssynergic pattern during attempted defecation, balloon expulsion time, the number of complete spontaneous bowel movements per week, and satisfaction with bowel function, assessed by intention to treat (non-inferiority) and per protocol. This trial is registered with ClinicalTrials.gov, number NCT03202771. Findings: Of 300 patients screened we enrolled 100, from Jan 7, 2005, to Jan 31, 2010. 83 patients completed training (38 [76%] of 50 in the home-based biofeedback group and 45 [90%] of 50 in the office-based biofeedback group). 34 (68%) patients in the home-based group and 35 (70%) in the office-based group were classified as responders. All primary outcomes improved significantly from baseline in the two treatment groups (all p<0·0001). Home-based biofeedback therapy was non-inferior to office-based therapy for number of complete spontaneous bowel movements per week, satisfaction with bowel function, and balloon expulsion time in the intention-to-treat and per-protocol analyses, and for dyssynergia in the per-protocol analysis. No adverse events were reported. The median cost of home-based biofeedback therapy was significantly lower than that for office-based treatment (US$1081·70, IQR 794·90–1399·30 vs $1942·50, 1621·70–2369·00, p=0·009). Interpretation: Home-based and office-based biofeedback therapy for dyssynergic defecation improved bowel symptoms and physiology with similar efficacy. A home-based programme could substantially broaden the availability and use of this treatment. Funding: National Institutes of Health.",,"Rao, Satish S.C.; Valestin, Jessica A.; Xiang, Xuelian; Hamdy, Shaheen; Bradley, Catherine S.; Zimmerman, M. Bridget",2018,10.1016/S2468-1253(18)30266-8,0,342
360,Impact of Experience Corps® Participation on Children’s Academic Achievement and School Behavior,"This article reports on the impact of the Experience Corps® (EC) Baltimore program, an intergenerational, school-based program aimed at improving academic achievement and reducing disruptive school behavior in urban, elementary school students in Kindergarten through third grade (K-3). Teams of adult volunteers aged 60 and older were placed in public schools, serving 15 h or more per week, to perform meaningful and important roles to improve the educational outcomes of children and the health and well-being of volunteers. Findings indicate no significant impact of the EC program on standardized reading or mathematical achievement test scores among children in grades 1–3 exposed to the program. K-1st grade students in EC schools had fewer principal office referrals compared to K-1st grade students in matched control schools during their second year in the EC program; second graders in EC schools had fewer suspensions and expulsions than second graders in non-EC schools during their first year in the EC program. In general, both boys and girls appeared to benefit from the EC program in school behavior. The results suggest that a volunteer engagement program for older adults can be modestly effective for improving selective aspects of classroom behavior among elementary school students in under-resourced, urban schools, but there were no significant improvements in academic achievement. More work is needed to identify individual- and school-level factors that may help account for these results.",Academic achievement; Childhood education; Early intervention; Older adult volunteers; School behavior,"Rebok, George W.; Parisi, Jeanine M.; Barron, Jeremy S.; Carlson, Michelle C.; Diibor, Ike; Frick, Kevin D.; Fried, Linda P.; Gruenewald, Tara L.; Huang, Jin; McGill, Sylvia; Ramsey, Christine M.; Romani, William A.; Seeman, Teresa E.; Tan, Erwin; Tanner, Elizabeth K.; Xing, Li; Xue, Qian Li",2019,10.1007/s11121-018-0972-8,0,343
361,The influence of general anxiety and childbirth-specific anxiety on birth outcome,"In the present study, we examined a German sample to determine whether anxiety symptoms during pregnancy had an impact on the duration and method of childbirth. Data of N = 88 women recruited at the Heidelberg University Hospital were used in the analyses. Prepartum anxiety symptoms were assessed with the State-Trait Anxiety Inventory (STAI, general anxiety) and the Pregnancy Related Anxiety Questionnaire (PRAQ-R, pregnancy-specific anxiety). Obstetric outcome was taken from birth records and operationalized by two parameters: the total duration of birth (dilation and fetal expulsion) and the incidence of pregnancy or birth-related interventions (ventouse, planned, and unplanned Cesarean section). The data show that childbirth-specific anxiety assessed by the PRAQ-R is an important predictor of total birth duration. In contrast, general anxiety measured by the STAI had no effect. The incidence of birth intervention was explained by parity. Anxiety, however, had no predictive value. In addition to medical factors, childbirth-specific anxiety during pregnancy plays an important role in the process of childbirth. The findings of the present study point to the need of implementing psychological interventions to reduce childbirth-specific anxiety and thereby positively influencing birth outcome. © 2013 Springer-Verlag Wien.",Childbirth-specific anxiety; German sample; Obstetric outcome; Prepartum anxiety symptoms,"Reck, C.; Zimmer, K.; Dubber, S.; Zipser, B.; Schlehe, B.; Gawlik, S.",2013,10.1007/s00737-013-0344-0,0,344
362,Could the Use of an Enhanced Recovery Protocol in Laparoscopic Donor Nephrectomy Be an Incentive for Live Kidney Donation?,"INTRODUCTION AND BACKGROUND Gastrointestinal (GI) recovery after major abdominal surgery can be delayed from an ongoing need for narcotic analgesia thereby prolonging hospitalization. Enhanced recovery after surgery (ERAS) is a multimodal perioperative care pathway designed to facilitate early recovery after major surgery by maintaining preoperative body composition and physiological organ function and modifying the stress response induced by surgical exposure. Enhanced recovery programs (ERPs) in colorectal surgery have decreased the duration of postoperative ileus and the hospital stay while showing equivalent morbidity, mortality, and readmission rates in comparison to the traditional standard of care. This study is a pilot trial to evaluate the benefits of ERAS protocols in living kidney donors undergoing laparoscopic nephrectomy. METHODS This is a single-center, non-randomized, retrospective analysis comparing the outcomes of the first 40 live kidney donors subjected to laparoscopic nephrectomy under the ERAS protocol to 40 donors operated prior to ERAS with traditional standard of care. Our ERAS protocol includes reduced duration of fasting with preoperative carbohydrate loading, intraoperative fluid restriction to 3 ml/kg/hr, target urine output of 0.5 ml/kg/hr, use of subfascial Exparel injection (bupivacaine liposome suspension), and postoperative narcotic-free pain regimen with acetaminophen, ketorolac, or tramadol. Short-term patient outcomes were compared using Pearsons's Chi-Squared test for categorical variables and the Kruskal-Wallis test for continuous variables. Additionally, a multivariate analysis was conducted to evaluate factors influencing patient length of stay and likelihood of readmission. RESULTS ERAS protocol reduced the postoperative median length of stay decreased from 2.0 to 1.0 days (p=0.001). Overall pain scores were significantly lower in the ERAS group (peak pain score 6.0 vs. 8.00, p< 0.001; morning after surgery pain score 3.0 vs. 7.0, p=0.001; lowest pain score 0.0 vs. 2.0, p=0.016) despite the absence of postoperative narcotics. The average duration of surgery was shorter in the ERAS group (248 vs. 304 minutes, p<0.001). The average amount of intraoperative fluid used was significantly lower in the ERAS group (2500 ml vs. 3525 ml, p<0.001) without affecting the donor renal function. The incidence of delayed graft function was similar in the two groups (p=0.541). A trend toward lower readmission was noted with the ERAS protocol (12.8% vs. 27.5%, p=0.105). GI dysfunction was the most common reason for readmission. CONCLUSION Application of an ERAS protocol in a laparoscopic living donor nephrectomy was associated with reduced length of hospitalization and improved pain scores related likely to intraoperative use of subfascial Exparel and a shorter duration of ileus. Restricted use of intraoperative fluids prevents excessive third spacing and bowel edema, enhancing gut recovery without adversely impacting recipient graft function. This study suggests that ERAS has the potential to enhance the advantages of laparoscopic surgery for live kidney donation through optimizing donor outcomes and perioperative patient satisfaction.",,"Rege, Aparna; Leraas, Harold; Vikraman, Deepak; Ravindra, Kadiyala; Brennan, Todd; Miller, Tim; Thacker, Julie; Sudan, Debra",2016,10.7759/cureus.889,0,345
363,The National Behaviour and Attendance Review (NBAR) in Wales: Findings on exclusion set in context,"The National Behaviour and Attendance Review (NBAR) was a comprehensive review of behaviour, exclusions and school attendance in Wales, commissioned by the Welsh Assembly Government. The Review's Steering Group started its work in 2006 and produced its final report in 2008. This article focuses on the Review's study of exclusions of children from Welsh schools and sets its findings in the context of other recent work in this area. The NBAR found uneven patterns of exclusions across local authorities and between different schools. It accepted the need for exclusions but felt that too many occurred that might have been avoided. Core recommendations are listed, including proposals for the appeals process, better assessment of excludees' needs, the wider use of 'managed moves' and a call for further investigation of the links between learning difficulties and exclusions.",School exclusion; Managed moves; Behaviour difficulties; Education in Wales,"Reid, Ken",2009,10.1080/13632750802655653,0,346
364,The Relationship between Homelessness and Behavior Problems among Youth in North Texas: a Brief Report,"This study sought to examine the relationship between homelessness and behavior problems among a community-based sample of youth in North Texas. Data were obtained from a cross-sectional, probability sample of households and a targeted sample of homeless families in Dallas, Texas, with children older than 5 years old (N = 5232). Parents were asked to report five behavior problems on behalf of their children including arrest or trouble with police, academic problems, behavior problems at school, suspension, and suicide attempts. Logistic and negative binomial regression procedures were used to examine the relationship between homelessness and behavior problems. Youth exposed to homelessness were 36% (OR = 1.63; 95% CI 1.00–1.85) more likely to exhibit any kind of behavior problems than youth who had never experienced homelessness. Homeless youth had 5.51 times the odds of arrest (95% CI 2.60–11.68), 1.74 times the odds of academic problems (95% CI 1.24–2.43), and more than 3 times the odds of suicide attempts (95% CI 1.46, 7.61) than youth who had never been homeless. Homelessness was associated with higher rates of problem behavior, including arrests, academic problems, and suicide attempts. Because homeless youth are commonly enrolled in school and present at health care clinics and emergency departments, clinics and schools may aid in the identification of homeless youth, as well as referral to care. In this way, clinicians may help reduce the burden of behavioral problems that disproportionately affect homeless youth.",Behavior problems; Children; Homeless; Suicide; Violence,"Reingle Gonzalez, Jennifer M.; Jetelina, Katelyn K.; Roberts, Madeline; Clutter, Michiko Otsuki; Sanders, Corron; Baidhya, Sweety; Tsai, Ray",2018,,0,347
366,Empirically derived subtypes of child academic and behavior problems: Co-occurrence and distal outcomes,"The aim of this study was to identify classes of children at entry into first grade with different patterns of academic and behavior problems. A latent class analysis was conducted with a longitudinal community sample of 678 predominantly low-income African American children. Results identified multiple subclasses of children, including a class with co-occurring academic and behavior problems. Gender differences were found in relation to the number of identified classes and the characteristics of academic and behavior problems for children. Several of the identified classes, particularly the co-occurring academic and behavior problems subclass for both genders, predicted negative long-term outcomes in sixth grade, including academic failure, receipt of special education services, affiliation with deviant peers, suspension from school, and elevated risk for conduct problems. The finding that subclasses of academic and behavior problems predict negative long-term outcomes validates the importance of the identified classes and the need to target interventions for children presenting with the associated class characteristics. Implications for early identification, prevention, and intervention for children at risk for academic failure and disruptive behavior problems are discussed. © 2007 Springer Science+Business Media, LLC.",Academic underachievement; Behavior problems; Latent class analysis,"Reinke, Wendy M.; Herman, Keith C.; Petras, Hanno; Ialongo, Nicholas S.",2008,10.1007/s10802-007-9208-2,0,348
367,Patterns of language impairment and behaviour in boys excluded from school,"Background. High levels of behaviour problems are found in children with language impairments, but less is known about the level and nature of language impairment in children with severe behavioural problems. In particular, previous data suggest that at primary age, receptive impairments are more closely related to behaviour problems, whereas expressive language has a closer link at a later age. Aims. The study assessed expressive and receptive language problems in boys excluded from primary and secondary schools, to investigate the extent of impairment, the pattern of relations between age, receptive and expressive language, and relations with different aspects of behaviour. Sample. Nineteen boys (8-16 years of age) who had been excluded from school and 19 non-excluded controls matched for age and school participated. Method. The sample was given assessments of: receptive language from the British Picture Vocabulary Scale (BPVS), and Wechsler Objective Language Dimensions (WOLD); expressive-language evaluations from the Wechsler Intelligence Scale for Children (WISC); auditory working memory evaluations from the Clinical Evaluation of Language Fundamentals (CELF); verbal reasoning (from the WISC); and non-verbal IQ assessments Raven's matrices. Teachers completed behaviour ratings using the Strengths and Difficulties Questionnaire (SDQ). Results. Excluded boys were significantly poorer than controls on expressive measures but similar on receptive language and non-verbal IQ. Boys excluded from primary school were poorer than controls on auditory working memory. Expressive problems were linked with high levels of emotional symptoms. Conclusion. Many of the excluded boys had previously unidentified language problems, supporting the need for early recognition and assessment of language in boys with behaviour problems. Expressive problems in particular may be a risk factor. © 2005 The British Psychological Society.",,"Ripley, Kate; Yuill, Nicola",2005,10.1348/000709905X27696,0,349
368,Investing in the early childhood mental health workforce development: Enhancing professionals’ competencies to support emotion and behavior regulation in young children,"This paper delineates a preventive approach to early childhood mental health by preparing the workforce to provide relational, sensitive care to young children ages 0-5. One of the most prevalent issues in early childhood is behavioral challenges and the inability of young children to regulate themselves. This leads to an expulsion rate in early childhood (3-4 times higher than K-12 expulsion rate) and future mental health issues. The Early Childhood Social-Emotional and Behavior Regulation Intervention Specialist (EC-SEBRIS) graduate level certificate program was created to strengthen early care and education providers with the knowledge and practice of how to support emotion and behavior regulation in young children in their groups. Evaluation data provide evidence that early care and education professionals increased in their perception of selfefficacy and in their sensitivity of care and skills to support behavioral health in young children. Results indicated that the children in their care showed less challenging behaviors and increased social competencies. This manuscript highlights the importance of prevention and the dire need to provide young children with high-quality, appropriate care to support their mental health.",Challenging behaviors; Early childhood; Early intervention; Mental health; Prevention; Professional training; Social emotional development; Workforce development,"Ritblatt, Shulamit N.; Hokoda, Audrey; Van Liew, Charles",2017,10.3390/brainsci7090120,0,350
