X,title,abstract,authors,Included,ID
11,Review of the epidemiologic literature on EMF and Health,"Exposures to extremely low-frequency electric and magnetic fields (EMF) emanating from the generation, transmission, and use of electricity are a ubiquitous part of modern life. Concern about potential adverse health effects was initially brought to prominence by an epidemiologic report two decades ago from Denver on childhood cancer. We reviewed the now voluminous epidemiologic literature on EMF and risks of chronic disease and conclude the following: a) The quality of epidemiologic studies on this topic has improved over time and several of the recent studies on childhood leukemia and on cancer associated with occupational exposure are close to the limit of what can realistically be achieved in terms of size of study and methodological rigor. b) Exposure assessment is a particular difficulty of EMF epidemiology, in several respects: i) The exposure is imperceptible, ubiquitous, has multiple sources, and can vary greatly over time and short distances. ii) The exposure period of relevance is before the date at which measurements can realistically be obtained and of unknown duration and induction period. iii) The appropriate exposure metric is not known and there are no biological data from which to impute it. c) In the absence of experimental evidence and given the methodological uncertainties in the epidemiologic literature, there is no chronic disease for which an etiological relation to EMF can be regarded as established. d) There has been a large body of high quality data for childhood cancer, and also for adult leukemia and brain tumor in relation to occupational exposure. Among all the outcomes evaluated in epidemiologic studies of EMF, childhood leukemia in relation to postnatal exposures above 0.4 microT is the one for which there is most evidence of an association. The relative risk has been estimated at 2.0 (95% confidence limit: 1.27-3.13) in a large pooled analysis. This is unlikely to be due to chance but, may be, in part, due to bias. This is difficult to interpret in the absence of a known mechanism or reproducible experimental support. In the large pooled analysis only 0.8% of all children were exposed above 0.4 microT. Further studies need to be designed to test specific hypotheses such as aspects of selection bias or exposure. On the basis of epidemiologic findings, evidence shows an association of amyotrophic lateral sclerosis with occupational EMF exposure although confounding is a potential explanation. Breast cancer, cardiovascular disease, and suicide and depression remain unresolved.;Occupational Exposure*, Amyotrophic Lateral Sclerosis/*etiology, Electromagnetic Fields/*adverse effects, Leukemia/*etiology, Adolescent, Adult, Aged, Brain Neoplasms/etiology, Breast Neoplasms/etiology, Cardiovascular Diseases/etiology, Child, Child, Preschool, Chronic Disease, Confounding Factors (Epidemiology), Depression/etiology, Environmental Exposure, Epidemiologic Studies, Female, Humans, Infant, Infant, Newborn, Male, Middle Aged, Neoplasms/etiology, Pregnancy, Reproducibility of Results, Research Design, Risk Assessment, Suicide","Ahlbom, I C; Cardis, E; Green, A; Linet, M; Savitz, D & Swerdlow, A",0,11
12,Psychiatric disorders (Axis I and Axis II) and self-immolation: a case-control study from Iran,"The objective of this study was to investigate preexisting psychiatric disorders in self-immolation patients. In a case-control study, 30 consecutive cases of deliberate self-inflicted burns, admitted to the regional burn center, were compared with 30 controls. Mental disorders were assessed via detailed clinical interview. Descriptive data revealed that 67% of self-immolation patients had adjustment disorder (all female), 10% drug and alcohol abuse/dependence (all male), 7% dysthymia, 3% major depression, 3% anorexia nervosa, 3% primary insomnia, 7% borderline personality disorder (50% male), 7% depressive personality disorder (100% female), and 3% antisocial personality disorder. In bivariate comparisons, adjustment disorders emerged as related to risk of self-immolation (odds ratio = 13.00). This study suggests that adjustment disorder is a risk factor for self-immolation. As a result, it has been suggested that increasing education about problem-solving approaches, and coping skills for females and at-risk groups are appropriate prevention programs and strategies in Iranian communities.;Burns/*psychology, Mental Disorders/*psychology, Self-Injurious Behavior/*psychology, Adjustment Disorders/epidemiology, Adjustment Disorders/psychology, Adult, Case-Control Studies, Female, Forensic Psychiatry, Humans, Iran, Male, Mental Disorders/epidemiology, Risk Factors, Sex Factors","Ahmadi, Alireza; Mohammadi, Reza; Schwebel, David C; Yeganeh, Naser; Hassanzadeh, Mehdi & Bazargan-Hejazi, Shahrzad",1,12
13,"Early maladaptive schemas of emotional deprivation, social isolation, shame and abandonment are related to a history of suicide attempts among patients with major depressive disorders","Background: Patients with psychiatric disorders have an exceptionally high risk of completed or attempted suicide. This holds particularly true for patients with major depressive disorders. The aim of the present study was to explore whether patients with major depressive disorders (MDD) and a history of suicide attempts differed in their early maladaptive schemas from patients with MDD but without such a history or from healthy controls. Method: Ninety participants took part in the study. Of these, 30 were patients with MDD who had made a recent suicide attempt; 30 were patients with MDD but no suicide attempts, and 30 were gender- and age-matched healthy controls. Participants completed questionnaires covering socio-demographic characteristics and the Young Schema Questionnaire (YSQ- RE2R) to assess early maladaptive schemas. Experts rated patients' MDD with the Montgomeryâ€“Asberg Depression Rating Scale. Results: Patients did not differ in experts' ratings of symptoms of depression. Compared to healthy controls, patients with MDD recorded higher scores on maladaptive schemas such as recognition seeking, negativity/pessimism, and insufficient self-control. Compared to patients without suicide attempts and healthy controls, those who had made a suicide attempt had higher scores on dimensions such as failure, mistrust, emotional inhibition, social isolation, and abandonment/instability. Conclusion: Compared to healthy controls, patients with MDD had more pronounced maladaptive schemas, but this was more marked in patients with a history of suicide attempts. The results suggest that suicide attempts and poorer psychological functioning are related. (PsycINFO Database Record (c) 2018 APA, all rights reserved)early maladaptive schemas, emotional deprivation, social isolation, shame, abandonment, suicide attempts, major depressive disorders, Attempted Suicide, Major Depression, Shame, Social Isolation, Abandonment, Schema","Ahmadpanah, Mohammad; Astinsadaf, Sommayyeh; Akhondi, Amineh; Haghighi, Mohammad; Sadeghi Bahmani, Dena; Nazaribadie, Marzieh; Jahangard, Leila; Holsboer-Trachsler, Edith & Brand, Serge",1,13
14,No evidence for metabolic syndrome and lipid profile differences in patients suffering from bipolar I disorder with and without suicide attempts,"Objective: The aim of the present study was to provide further evidence of (1) metabolic syndrome and blood lipid profile differences between suicide attempting and non-attempting patients with bipolar disorder (BPD) I and to assess these differences (2) as a function of acute depressive or manic phase. Methods: Fifty inpatients (mean age: 36.14 years 48% males) with BPD I took part in the study. After recruitment, patients were clustered in four groups: 13 suicide attempters (SAs) assessed during a manic phase, 12 SAs assessed during a depressive phase, 15 non-SAs assessed during a manic phase, and 10 non-SAs assessed during a depressive phase. Body mass index (BMI), metabolic syndrome, blood pressure, blood lipids (cholesterol, high- and low-density lipids, and triglyceride), and fasting blood sugar were assessed. Results: Neither metabolic syndrome, blood lipid values, fasting blood sugar, nor BMI or blood pressure differed between the SAs and non-SAs, or between patients in an acute manic phase and those in a depressed phase. The overall prevalence of metabolic syndrome was 26.0%. Conclusion: Among patients with BPD I neither the occurrence of metabolic syndrome nor lipid values or fasting blood sugar are reliable biomarkers of suicidal behavior during either acute depressive or manic phase. (PsycINFO Database Record (c) 2015 APA, all rights reserved). (journal abstract)Metabolic syndrome, suicide, bipolar disorder, lipid values, fasting blood sugar, acute phase, Attempted Suicide, Bipolar Disorder, Major Depression, Metabolic Syndrome, Suicide, Lipids, Weight Gain","Ahmadpanah, Mohammad; Haghighi, Mohammad; Jahangard, Leila; Borzoei, Shiva; Heshmati, Safora; Bajoghli, Hafez; Holsboer-Trachsler, Edith & Brand, Serge",0,14
15,Major physical health conditions and risk of suicide,"Introduction: Most individuals make healthcare visits before suicide, but many do not have a diagnosed mental health condition. This study seeks to investigate suicide risk among patients with a range of physical health conditions in a U.S. general population sample and whether risk persists after adjustment for mental health and substance use diagnoses. Methods: This study included 2,674 individuals who died by suicide between 2000 and 2013 along with 267,400 controls matched on year and location in a caseâ€“control study conducted in 2016 across eight Mental Health Research Network healthcare systems. A total of 19 physical health conditions were identified using diagnostic codes within the healthcare systemsâ€™ Virtual Data Warehouse, including electronic health record and insurance claims data, during the year before index date. Results: Seventeen physical health conditions were associated with increased suicide risk after adjustment for age and sex (p < 0.001); nine associations persisted after additional adjustment for mental health and substance use diagnoses. Three conditions had a more than twofold increased suicide risk: traumatic brain injury (AOR = 8.80, p < 0.001); sleep disorders; and HIV/AIDS. Multimorbidity was present in 38% of cases versus 15.5% of controls, and represented nearly a twofold increased risk for suicide. Conclusions: Although several individual conditions, for example, traumatic brain injury, were associated with high risk of suicide, nearly all physical health conditions increased suicide risk, even after adjustment for potential confounders. In addition, having multiple physical health conditions increased suicide risk substantially. These data support suicide prevention based on the overall burden of physical health. (PsycINFO Database Record (c) 2019 APA, all rights reserved)physical health, electronic health record, traumatic brain injury, suicide, Adolescent, Adult, Aged, Case-Control Studies, Disease, Female, Health Services Research, Humans, Male, Mental Disorders, Mental Health, Middle Aged, Preventive Health Services, Primary Health Care, Risk Factors, Socioeconomic Factors, Substance-Related Disorders, Suicide, United States, Young Adult, Health Behavior, Physical Health, Electronic Health Records, Medical Records, Suicide","Ahmedani, Brian K.; Peterson, Edward L.; Hu, Yong; Rossom, Rebecca C.; Lynch, Frances; Lu, Christine Y.; Waitzfelder, Beth E.; Owen-Smith, Ashli A.; Hubley, Samuel; Prabhakar, Deepak; Williams, L. Keoki; Zeld, Nicole; Mutter, Elizabeth; Beck, Arne; Tolsma, Dennis & Simon, Gregory E.",1,15
16,Monosymptomatic Hypochrondriacal Psychosis (somatic delusional disorder): A report of two cases,"Presents two case reports of monosymptomatic hypochrondriacal psychosis (MHP or somatic delusional disorder); the first, a 29-year-old single woman who presented with a year long history of third person auditory hallucinations, talking and laughing to herself, delusions of reference and a five month history of olfactory hallucinations of bad odor coming from her body and mouth and decline in personal hygiene. She withdrew from social activities, avoided interaction with people (including immediate family members), and stopped attending work She became sad and wished herself dead but never attempted suicide and had no other symptoms suggestive of depressive illness. She was a university graduate and her inability to secure better employment (she was a primary school teacher) four years after her graduation was identified as a major psychosocial stressor that could have precipitated her illness. Her parents sought help from a traditional healer, visited two secondary health facilities, including a dental center and the general out-patient department of our hospital from where she was referred to the psychiatrists. Based on history and examination, she was managed as a case of paranoid schizophrenia (with olfactory reference syndrome) and was treated with haloperidol 15mg daily to which she responded positively after one week. As of when she was seen last in the out-patient clinic, she remained stable on maintenance dose of haloperidol. The second case was a 45-year-old married, Christian saw-miller who presented with a year and a half history of the feeling that insects were crawling all over his body, a mucus substance entering his eyes and a three month history of inadequate sleep The insects were of different sizes and shapes. These insects produced different sensations and were more concentrated on the trunk and the pubic region. He believed that the crawling sensation was a sign that he had contracted Human Immunodeficiency Virus/Acquired immune Deficiency Syndrome (HIV/AIDS) because his symptoms started a month after he had sexual intercourse with a female friend. Following this, he stopped having sexual intercourse with his wife because he did not want to transfer the HIV/AIDS infection to her. He was managed as a case of severe depression with psychotic features and delusions of insect infestation as a comorbid disorder. He was treated on an out-patient basis with Amitriptyline and Trifluoperazine. Eleven months after his initial presentation, he was brought by his neighbours on account of poor medication adherence, lack of improvement in his health and serious suicidal intent He was admitted for one month and had six doses of electroconvulsive therapy (ECT), cognitive and supportive psychotherapy and oral medication He had improved on discharge but a few months later, he defaulted for a year to attempt a religious cure. When he resumed treatment, his condition had deteriorated and his medication was changed to a combination of sertraline and trifluoperazine with minimal improvement. Amitriptyline was recommenced for financial reasons. Despite improvement in sleep and suicidal ideation, the crawling sensation of insects on his body persists. The two cases highlight that MHP can occur in response to, or co-morbid with, a primary psychotic or physical disorder, that it has significant psychosocial impact and causes considerable morbidity and it may not be as rare as presumed. (PsycINFO Database Record (c) 2013 APA, all rights reserved)monosymptomatic hypochrondriacal psychosis, olfactory hallucinations, depression, psychotic features, auditory hallucinations, premorbidity, comorbidity, psychosocial impact, morbidity, drug therapy, Auditory Hallucinations, Psychosis, Comorbidity, Drug Therapy, Hallucinations, Major Depression, Olfactory Perception, Premorbidity, Psychosocial Factors","Ajiboye, P. O.",0,16
17,"A mixed state core for melancholia: An exploration in history, art and clinical science","Objective: We argue for a mixed state core for melancholia comparing concepts of melancholia across centuries using examples from art, history and scientific literature. Method: Literature reviews focusing on studies from Kraepelin onward, DSM-IV classification and view-points from clinical experience highlighting phenomenologic and biologic features as predictors of bipolar outcome in prospective studies of depression. Results: Despite the implied chemical pathology in the term endogenous/melancholic depression, frequently reported glucocortical and sleep neurophysiologic abnormalities, there is little evidence that melancholia is inherited independently from more broadly defined depressions. Prospective follow-up of 'neurotic' depressions have shown melancholic outcomes in as many as a third; hypomania has also been observed in such follow-up. Conclusion: These findings and considerations overall do suggest that melancholia as defined today is more closely aligned with the depressive and/or mixed phase of bipolar disorder. Given the high suicidality from many of these patients the practice of treating them with antidepressant monotherapy needs re-evaluation. (PsycINFO Database Record (c) 2012 APA, all rights reserved). (journal abstract)mixed state, melancholia, Bipolar Disorder, Major Depression","Akiskal, H. S. & Akiskal, K. K.",0,17
18,The dark side of bipolarity: Detecting bipolar depression in its pleomorphic expressions,"The depressive expressions of bipolar disorders have long been neglected. Current data, from both clinical and epidemiologic studies, indicate that such expressions far exceed the manic forms in both cross-section and during follow-up course. Thus, mania occurs in 1% of the population at large; bipolar depression afflicts at least 5 times more people. Much of the new literature on this subject has emphasized its high prevalence, morbidity, and mortality. There has been relatively less attention paid to the phenomenology of bipolar depression as it presents clinically. This special issue (volume 84/2-3, 2005) is devoted to a systematic data-based in-depth examination of the different clinical expressions of bipolar depression including, among others, retarded depression, agitated and/or activated depression, mood-labile depression, irritable-hostile depression, atypical depression, anxious depression, depressive mixed state, and resistant depression. Both bipolar I (BP-I), and the more prevalent yet relatively understudied bipolar II (BP-II), are covered. We trust that this extensive coverage of the darker"" side of bipolarity will set the stage for a much needed renaissance in its complex phenotypic expressions--and its delimitation from unipolar depression (UP). The phenomenology of BP-I depression ranges from depressive stupor to agitated psychosis whereas UP depression expresses itself in psychic anxiety and insomnia as well as retardation. BP-II compared with UP is more likely to have atypical features mood lability hostility activation biographical instability multiple anxiety comorbidities suicidal tendencies and to be rated as less ""objectively"" depressed. These findings are complex and do not fully agree with the conventional characterization of BP as retarded and UP as anxious and agitated. The inconsistency between the conventional and the phenomenology described herein is largely due to depressive mixed states which tend to destabilize BP-II and may account for the ""contradictory"" relationships of affect sleep drive and psychomotor activity in mood disorders. (PsycINFO Database Record (c) 2012 APA all rights reserved). (journal abstract)""Accession Number: 2005-02823-001. PMID: 15708407 Partial author list: First Author & Affiliation: Akiskal, Hagop S.; VA Psychiatry Service, International Mood Center, University of California, San Diego, CA, US. Release Date: 20050516. Publication Type: Journal (0100), Peer Reviewed Journal (0110). Format Covered: Print. Document Type: Journal Article. Language: English. Major Descriptor: Bipolar Disorder; Etiology. Classification: Affective Disorders (3211). Population: Human (10). Methodology: Literature Review. References Available: Y. Page Count: 9. Issue Publication Date: Feb, 2005.bipolar depression, retarded depression, agitated depression, mood-labile depression, irritable-hostile depression, atypical depression, anxious depression, resistant depression, Bipolar Disorder, Etiology[Formatter not found: ResolvePDF] ","Akiskal, Hagop S.",0,18
19,Does the FDA proposed list of possible correlates of suicidality associated with antidepressants apply to an adult private practice population?,"Background: In issuing an advisory about a relationship of suicidality emerging during antidepressant use in mood and other psychiatric disorders in juvenile and, possibly patients of all ages, the FDA listed such warning symptomatologic correlates as psychomotor agitation, panic, insomnia, irritability, aggressiveness, and impulsivity, and additionally urged screening for personal and family history for bipolar disorder. It must be recalled that the FDA warning was based on post hoc examination of antidepressant trial data pertaining largely to emergent suicidal ideation rather than attempts. In this report we examine the relevance of the FDA list"" for adults. Methods: Consecutive 650 outpatients presenting with a major depressive episode (MDE) in the second author's (FB) private practice were interviewed using the Structured Clinical Interview for DSM-IV the Hypomania Interview Guide and the Family History Screen. The threshold for a bipolar II (BP-II) diagnosis was broadened by bypassing the stem-A probes on hypomanic mood lowering the duration of hypomanic episodes to as short as 2 days and most importantly eliciting hypomanic intrusions into depressive episodes. Beyond the FDA proposed list and in line with previous work by us we considered symptoms of depressive mixed state (DMX an MDE plus 3 or more DSM-IV intradepressive non-euphoric hypomanic symptoms) as possible substrates for suicidality. Results: Suicidal ideation was present in 49.3% of the sample and significantly greater in BP-II versus MDD (OR = 1.46). Odds ratio for patients with suicidal ideas versus those without suicidal ideas in univariate analyses were as follows: irritability (1.32) psychomotor agitation (1.48) and racing/crowded thoughts (2.0). In DMX irritability was present in 76.4% and in non-DMX in 23.8% (OR = 10.3) psychomotor agitation in 51.3% versus 4.4% (OR = 22.6) and racing/crowded thoughts in 89.2% versus 45.3% (OR = 9.9). Insomnia and family history for bipolarity were not associated with suicidal ideation. Racing/crowded thoughts emerged as the only significant independent predictor in multiple logistic regression. Limitation: Panic was not specifically tested because it was not systematically entered into our clinical database. Furthermore we studied a population which was not taking antidepressants. Our operating hypothesis was that the FDA listed correlates of suicidality are pre-existing baseline substrates that might be potentially further activated by antidepressants. Conclusion: Going beyond previous work by us the present data further refine the ""FDA list"" under scrutiny. While not designed to test whether antidepressants induce suicidality the present report shows that the type of depression associated with suicidal ideas is an agitated irritable and especially mentally overactive syndrome (i.e. a DMX). Bipolarity falling short of the DSM-IV schema (represented by BP-II with brief hypomania and DMX) appears to represent the main diagnostic substrate for the occurrence of suicidality. Although controlled trials of antidepressants in adults have not been specifically conducted in DMX patients it would be clinically prudent to avoid the prescription of antidepressant monotherapy to such patients to avert any potential iatrogenic aggravation of their condition. (PsycINFO Database Record (c) 2012 APA all rights reserved). (journal abstract)""Accession Number: 2006-09979-007. PMID: 16766043 Partial author list: First Author & Affiliation: Akiskal, Hagop S.; International Mood Center, University of California, San Diego, CA, US. Release Date: 20060807. Publication Type: Journal (0100), Peer Reviewed Journal (0110). Format Covered: Electronic. Document Type: Journal Article. Language: English. Major Descriptor: Affective Disorders; Antidepressant Drugs; Emotional States; Suicidal Ideation; Suicide. Minor Descriptor: Bipolar Disorder. Classification: Clinical Psychopharmacology (3340). Population: Human (10); Male (30); Female (40); Outpatient (60). Location: US. Age Group: Adulthood (18 yrs & older) (300). Tests & Measures: Hypomania Interview Guide; Family History Screen; Structured Clinical Interview for DSM-IV Axis I Disorders: Clinician Version; Global Assessment of Functioning Scale. Methodology: Empirical Study; Quantitative Study. References Available: Y. Page Count: 6. Issue Publication Date: Aug, 2006.suicidality correlates, antidepressants, adult private practice, mood disorders, psychiatric disorders, bipolar disorder, suicidal ideation, Affective Disorders, Antidepressant Drugs, Emotional States, Suicidal Ideation, Suicide, Bipolar Disorder[Formatter not found: ResolvePDF] ","Akiskal, Hagop S. & Benazzi, Franco",1,19
20,Validating the bipolar spectrum in the French National EPIDEP Study: Overview of the phenomenology and relative prevalence of its clinical prototypes,"Background: Few studies have been undertaken to ascertain the feasibility of using the bipolar (BP) spectrum in clinical practice. The only systematic national study is the French EPIDEP Study of consecutive inpatients and outpatients presenting with major depressive episodes (MDE). The protocol was developed in 1994 and implemented in 1995; publication of its first data began in 1998. This report provides the complete data set of the EPIDEP. Methods: Forty-eight psychiatrists, practicing in 15 sites in four regions of France (Paris, BesanÃ§on, Bordeaux and Marseille), were all trained on a common protocol based on DSM-IV criteria for MDE (n = 537) subdivided into BP-I (history of mania), BP-II (history of hypomania), as well as extended definitions of the softer spectrum"" beyond BP-I and BP-II. Measures tapping into this spectrum included the Hypomania Checklist (HCA) the cyclothymic (CT) depressive (DT) and hyperthymic (HT) temperament scales. These measures and course permitted post-hoc assignment of MDE in the bipolar spectrum based in part on the Akiskal H. S. Pinto O. 1999. [The evolving bipolar spectrum: Prototypes I II III IV. Psychiatr. Clin. North Am. 22 517-534] proposal: depression with history of spontaneous hypomanic episodes (DSM-IV BP-II) cyclothymic depressions (BP-II1/2) antidepressantassociated hypomania (BP-III) and hyperthymic depressions (BP-IV). ""Strict UP"" was thereby limited to an exclusion diagnosis for the remainder of MDE. Limitation: In the clinical setting psychiatrists cannot be entirely blind to the observations in the various clinical evaluations and instruments. However the systematic multisite collection of such data tended to minimize any such biases. Results: After excluding patients lost to follow-up among 493 presenting with MDE with complete data files the BP-II rate was estimated at index at 20%; 1 month later systematic probing for hypomania doubled the rate of BP-II to 39%. The comparison between BP-II and UP showed differential phenomenology such as hypersomnia increased psychomotor activation guilt feelings and suicidal thoughts in BP-II. Related data demonstrated the importance of CT in further qualifying of MDE to define a distinct more severe (""darker"") BP-II 1/2 variant of BP-II. Moreover BP-III arising from DT and associated with antidepressants emerged as a valid soft bipolar variant on the basis of the phenomenology of hypomania and bipolar family history. Finally we found preliminary evidence for the inclusion of BP-IV into the bipolar spectrum its total hypomania score falling intermediate between BP-II and strict UP. Using this broader diagnostic framework the bipolar spectrum (the combined ""hard"" BP-I phenotype BP-II and the soft spectrum) accounted for 65% of MDE. Conclusion: The EPIDEP study achieved its objectives by demonstrating the feasibility of identifying the bipolar spectrum at a national level and refining its phenomenology through rigorous clinical characterization and validation of bipolar spectrum subtypes including MDE with brief hypomanias cyclothymia and hyperthymia. The spectrumaccounted for two out of three MDE making ""strict UP"" less prevalent than BP as redefined herein.Our findings were anticipated by Falret who in 1854 had predicted thatmanymelancholic patients in the community would 1 day be classified in his circular group. We also confirmed Baillarger's observation in the same year that episodes (in this study hypomanic episodes) could last as short as 2 days. Our findings deriving from a systematic French national database a century and a half later invite major shifts in clinical and public health services as well as in the future conduct of psychopharmacologic trials. In this respect the systematic training of clinicians in four regions of France represents a national resource for affective disorders and can serve as a model to effect change in diagnostic practice in other countries. (PsycINFO Database Record (c) 2012 APA all rights reserved). (journal abstract)""Accession Number: 2006-22450-008. PMID: 16824616 Partial author list: First Author & Affiliation: Akiskal, Hagop S.; International Mood Center, University of California at San Diego, La Jolla, CA, US. Release Date: 20061218. Publication Type: Journal (0100), Peer Reviewed Journal (0110). Format Covered: Electronic. Document Type: Journal Article. Language: English. Major Descriptor: Bipolar Disorder; Phenomenology. Classification: Affective Disorders (3211). Population: Human (10); Male (30); Female (40); Inpatient (50); Outpatient (60). Location: France. Age Group: Adulthood (18 yrs & older) (300); Young Adulthood (18-29 yrs) (320); Thirties (30-39 yrs) (340); Middle Age (40-64 yrs) (360); Aged (65 yrs & older) (380). Tests & Measures: Angst Hypomania Checklist. Methodology: Empirical Study; Quantitative Study. Supplemental Data: Appendixes Appended. References Available: Y. Page Count: 9. Issue Publication Date: Dec, 2006.
Sponsor: Sanofi-Aventis. Recipients: No recipient indicatedbipolar spectrum, phenomenology, clinical prototypes, French EPIDEP study, Bipolar Disorder, Phenomenology[Formatter not found: ResolvePDF] ","Akiskal, Hagop S.; Akiskal, Kareen K.; Lancrenon, Sylvie; Hantouche, Elie G.; Fraud, Jean-Philippe; Gury, Charles & Allilaire, Jean-Francois",0,20
